category,requirement,source,weight,source_clause_ids,checkable_test,applicability,assessability,citation_confidence,notes,human_review_status,representative_source_clause_ids,candidate_id,duplicate_model_output_count,triage_candidate_id,source_acts,missing_source_clause_ids,source_provenance_status,triage_run_timestamp_utc,review_flags,likely_government_facing,government_facing_reasons,policy_checkability_signal_count,policy_checkability_signal_terms,administrative_signal_terms,recommended_action,resolved_act,requirement_canonical_hash,requirement_exact_duplicate_group,requirement_near_duplicate_similarity,requirement_near_duplicate_group
Consent & Notice,Data Fiduciaries must provide a fair account of details necessary for specific and informed consent in clear and plain language.,"DPDP Rules 2025, Section 1017(b)",3,"[""G001017""]",Verify if the document specifies the requirement to provide a fair account of details in clear and plain language for informed consent as per the referenced section.,Applicable to Data Fiduciaries under the DPDP Rules 2025.,High,high,,PENDING,['G001017'],TC-000076,1,TC-000076,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""account"", ""consent"", ""data""]",[],LEGAL_REVIEW,DPDP_RULES_2025,eada31bfe42aa9313b810923b6975782a45446f998c236788ed3693496a712f2,,1.0,
Consent & Notice,Provide a clear and accessible communication link for accessing the website or app.,"DPDP Rules 2025, Rule 8(1)(c)",2,"[""G001020""]",Verify the presence of a specific and accessible link to the website or app in the document.,Applicable to all data fiduciaries required to provide such links.,High,high,,PENDING,['G001020'],TC-000077,1,TC-000077,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],1,"[""access""]",[],LEGAL_REVIEW,DPDP_RULES_2025,7d8b7d59710ae949846f95c772dc2c67e8e51ea822c54878c738771cc050d1d1,,1.0,
Consent & Notice,Provide a description of means for withdrawing consent with ease comparable to the ease of giving consent.,"DPDP Rules 2025, Rule 8(1)(i)",2,"[""G001022""]",Verify the presence of a clear and accessible method for withdrawing consent.,Applicable to all data fiduciaries requiring consent.,High,high,,PENDING,['G001022'],TC-000078,1,TC-000078,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""access"", ""consent""]",[],LEGAL_REVIEW,DPDP_RULES_2025,fcadcee1dadaa2d3a86428ee919b693c08940c4f3c854c7bacd6ccfc88f728c1,,1.0,
Grievance Redressal,Provide a description of means for making a complaint to the Board.,"DPDP Rules 2025, Rule 8(1)(iii)",2,"[""G001024""]",Verify the presence of a clear and accessible method for lodging a complaint with the Board.,Applicable to all data fiduciaries.,High,high,,PENDING,['G001024'],TC-000079,1,TC-000079,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""access"", ""complaint""]",[],LEGAL_REVIEW,DPDP_RULES_2025,d2bfeda9d8163d1b293f5680265807e4000b5c924da3033b5ac6f4cf4cd43932,,1.0,
Significant Data Fiduciary Obligations,Register as a Consent Manager with the Board by furnishing required particulars and documents.,"DPDP Rules 2025, Rule 8(1)(4)",3,"[""G001025""]",Verify the presence of a registration process for Consent Managers as per the Board's requirements.,Applicable to entities registering as Consent Managers.,High,high,,PENDING,['G001025'],TC-000080,1,TC-000080,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""consent"", ""process""]",[],LEGAL_REVIEW,DPDP_RULES_2025,cc0c70b97d254e3a12f77aa5792c0b07da5e274df87073c6ea1672af52c9bec5,,1.0,
Significant Data Fiduciary Obligations,Register the applicant as a Consent Manager and publish the details on the Board's website.,"DPDP Rules 2025, Rule 8(1)(a)",3,"[""G001027""]",Verify the presence of a process for registering Consent Managers and publishing their details.,Applicable to entities registering as Consent Managers.,High,high,,PENDING,['G001027'],TC-000081,1,TC-000081,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""consent"", ""process""]",[],LEGAL_REVIEW,DPDP_RULES_2025,afaa60a19bf3a066e9a3fde248a30328e540724b80d35164847203c79baf3f09,,1.0,
Significant Data Fiduciary Obligations,Ensure Consent Managers adhere to conditions and obligations as specified in Part B of the First Schedule.,"DPDP Rules 2025, Rule 8(1)(3)",3,"[""G001029""]",Verify the presence of obligations for Consent Managers as specified in Part B of the First Schedule.,Applicable to all Consent Managers.,High,high,,PENDING,['G001029'],TC-000082,1,TC-000082,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],1,"[""consent""]",[],LEGAL_REVIEW,DPDP_RULES_2025,4d8a7aa49eb7b15b70ec7c5e90dd90087943b7a2c8677941e05b4e5ab46d5925,,1.0,
Significant Data Fiduciary Obligations,Take corrective measures if the Board identifies nonadherence to conditions and obligations by a Consent Manager.,"DPDP Rules 2025, Rule 8(1)(4)",3,"[""G001030""]",Verify the presence of a process for addressing nonadherence by Consent Managers.,Applicable to all Consent Managers.,High,high,,PENDING,['G001030'],TC-000083,1,TC-000083,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""consent"", ""process""]",[],LEGAL_REVIEW,DPDP_RULES_2025,931104184438219ca7d5bac69beb0c7d796674f401cd0d1171a8c43e489b0fd6,,1.0,
Significant Data Fiduciary Obligations,Issue an order for reasons to be recorded in writing if it is necessary to act in the interests of Data Principals.,"DPDP Rules 2025, Rule 8(1)(5)",3,"[""G001031""]",Verify the presence of a process for issuing orders in the interests of Data Principals.,Applicable to all Consent Managers.,High,high,,PENDING,['G001031'],TC-000084,1,TC-000084,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""data"", ""process""]",[],LEGAL_REVIEW,DPDP_RULES_2025,bda7c2f0c9d384321288d2ae49c44208f51004483f7d0bc20c8967f29ffa3d13,,1.0,
Significant Data Fiduciary Obligations,"A Data Fiduciary must implement reasonable security safeguards to protect personal data in its possession or under its control, including any processing undertaken by it or on its behalf.","DPDP Rules 2025, Rule 6(1)",3,"[""G001043""]",Check if the document explicitly states that the organization implements reasonable security safeguards to protect personal data.,Applicable to all Data Fiduciaries handling personal data.,High,high,This obligation is directly tied to the requirement for reasonable security safeguards under the DPDP Rules 2025.,PENDING,['G001043'],TC-000085,1,TC-000085,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],5,"[""data"", ""personal data"", ""process"", ""protect"", ""security""]",[],LEGAL_REVIEW,DPDP_RULES_2025,ca3045cec35f405c17326b1366895aa098b9d9999fa30038432ea1528a5b1c4b,,1.0,
Security Safeguards,"Implement appropriate data security measures, such as encryption, obfuscation, masking, or the use of virtual tokens mapped to personal data.","DPDP Rules 2025, Rule 8(2)(a)",3,"[""G001045""]","Check if the document specifies encryption, obfuscation, masking, or virtual tokens for securing personal data.",Applicable to all data fiduciaries and processors handling personal data.,High,high,,PENDING,['G001045'],TC-000086,1,TC-000086,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],5,"[""data"", ""encryption"", ""personal data"", ""security"", ""use""]",[],LEGAL_REVIEW,DPDP_RULES_2025,6800591c8d3474eac35191cce8ce9e16ac67fc94dd1ab5e32664c8f0ab2f7656,,1.0,
Security Safeguards,Implement appropriate measures to control access to computer resources used by the data fiduciary or data processor.,"DPDP Rules 2025, Rule 8(2)(b)",3,"[""G001046""]",Check if the document specifies access control measures for computer resources.,Applicable to all data fiduciaries and processors handling personal data.,High,high,,PENDING,['G001046'],TC-000087,1,TC-000087,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],4,"[""access"", ""data"", ""process"", ""use""]",[],LEGAL_REVIEW,DPDP_RULES_2025,21ec01dd4a779f3c73bfe249e8dc9fc49b8cacf231892b4542f507d6f5d4eebe,,1.0,
Security Safeguards,"Maintain visibility on the accessing of personal data through appropriate logs, monitoring, and review to detect unauthorized access.","DPDP Rules 2025, Rule 8(2)(c)",3,"[""G001047""]","Check if the document specifies logging, monitoring, and review mechanisms for detecting unauthorized access.",Applicable to all data fiduciaries and processors handling personal data.,High,high,,PENDING,['G001047'],TC-000088,1,TC-000088,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""access"", ""data"", ""personal data""]",[],LEGAL_REVIEW,DPDP_RULES_2025,4b74e75639fa61c1a4ed7f2dc369002dd0d76db52ae4d0e0b798fb19f7acb34e,,1.0,
Security Safeguards,"Implement reasonable measures for continued processing in the event of confidentiality, integrity, or availability of personal data being compromised, such as data-backups.","DPDP Rules 2025, Rule 8(2)(d)",3,"[""G001048""]",Check if the document specifies data-backup or continuity measures for data compromise.,Applicable to all data fiduciaries and processors handling personal data.,High,high,,PENDING,['G001048'],TC-000089,1,TC-000089,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],4,"[""confidential"", ""data"", ""personal data"", ""process""]",[],LEGAL_REVIEW,DPDP_RULES_2025,3c626fcdc3638828e2196cfcee9bfbd7ca6ca6653723af51c36ed3a77dd32735,,1.0,
Security Safeguards,"Retain logs and personal data for a period of one year for detecting unauthorized access, investigating it, and ensuring continued processing, unless required by law.","DPDP Rules 2025, Rule 8(2)(e)",3,"[""G001049""]",Check if the document specifies a one-year retention period for logs and personal data for security purposes.,Applicable to all data fiduciaries and processors handling personal data.,High,high,,PENDING,['G001049'],TC-000090,1,TC-000090,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],8,"[""access"", ""data"", ""personal data"", ""process"", ""purpose"", ""retain"", ""retention"", ""security""]",[],LEGAL_REVIEW,DPDP_RULES_2025,54635e9cca5dab9537b31ea92ec980fa6460c642ac9f1da47f734ed5a053d9c4,,1.0,
Security Safeguards,Include appropriate provisions in contracts between data fiduciaries and data processors for taking reasonable security safeguards.,"DPDP Rules 2025, Rule 8(2)(f)",3,"[""G001050""]",Check if the document specifies contractual provisions for security safeguards between data fiduciaries and processors.,Applicable to all data fiduciaries and processors handling personal data.,High,high,,PENDING,['G001050'],TC-000091,1,TC-000091,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""data"", ""process"", ""security""]",[],LEGAL_REVIEW,DPDP_RULES_2025,9e68039a422423101fcf2f7b7c706c1d8b10f0f9153d915ff307ba85d8786cba,,1.0,
Security Safeguards,Implement appropriate technical and organizational measures to ensure effective observance of security safeguards.,"DPDP Rules 2025, Rule 8(2)(g)",3,"[""G001051""]",Check if the document specifies technical and organizational measures for security safeguards.,Applicable to all data fiduciaries and processors handling personal data.,High,high,,PENDING,['G001051'],TC-000092,1,TC-000092,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],1,"[""security""]",[],LEGAL_REVIEW,DPDP_RULES_2025,db4360b9d9fdea6ffd857591c8901e747ec596e82cd03b1543da4969949b48fb,,1.0,
Breach Notification,"Data Fiduciary must notify affected Data Principals of personal data breaches in a concise, clear, and plain manner without delay.","DPDP Rules 2025, Rule 8(1)",3,"[""G001054""]",Check if the document specifies the obligation to notify affected Data Principals of personal data breaches in a clear and timely manner.,Applicable to all Data Fiduciaries subject to DPDP Rules 2025.,High,high,"This requirement is directly tied to the obligation under DPDP Rules 2025, Rule 8(1).",PENDING,['G001054'],TC-000093,1,TC-000093,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""breach"", ""data"", ""personal data""]",[],LEGAL_REVIEW,DPDP_RULES_2025,947fb7dac7688399b349f0f4992dc04fba90c1b7cf5d778c7732929fa8cced9a,,1.0,
Breach Notification,"Data Fiduciary must provide a description of the breach, including its nature, extent, and timing of occurrence.","DPDP Rules 2025, Rule 8(1)",3,"[""G001055""]","Check if the document specifies the obligation to provide a detailed description of the breach, including its nature, extent, and timing.",Applicable to all Data Fiduciaries subject to DPDP Rules 2025.,High,high,"This requirement is directly tied to the obligation under DPDP Rules 2025, Rule 8(1).",PENDING,['G001055'],TC-000094,1,TC-000094,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""breach"", ""data""]",[],LEGAL_REVIEW,DPDP_RULES_2025,b660c84a657d76b3d5d8b87561188388a4e576c3eb89b0a08c3035dc31a4a36e,,1.0,
Breach Notification,Data Fiduciary must inform affected Data Principals of the consequences likely to arise from the breach.,"DPDP Rules 2025, Rule 8(1)",3,"[""G001056""]",Check if the document specifies the obligation to inform affected Data Principals of the consequences likely to arise from the breach.,Applicable to all Data Fiduciaries subject to DPDP Rules 2025.,High,high,"This requirement is directly tied to the obligation under DPDP Rules 2025, Rule 8(1).",PENDING,['G001056'],TC-000095,1,TC-000095,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""breach"", ""data""]",[],LEGAL_REVIEW,DPDP_RULES_2025,f477c564c279c5d89368200eef2bd471f4e74a1ca9211b25a3212c6d70e45c5c,,1.0,
Breach Notification,Data Fiduciary must provide affected Data Principals with safety measures to protect their interests.,"DPDP Rules 2025, Rule 8(1)",3,"[""G001058""]",Check if the document specifies the obligation to provide affected Data Principals with safety measures to protect their interests.,Applicable to all Data Fiduciaries subject to DPDP Rules 2025.,High,high,"This requirement is directly tied to the obligation under DPDP Rules 2025, Rule 8(1).",PENDING,['G001058'],TC-000096,1,TC-000096,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""data"", ""protect""]",[],LEGAL_REVIEW,DPDP_RULES_2025,2441de6a8292405dea23b4c38fd3f11d79faac739d0785a116ff28c5f0ef6eb6,,1.0,
Breach Notification,Data Fiduciary must notify the Board of personal data breaches without delay.,"DPDP Rules 2025, Rule 8(1)",3,"[""G001060""]",Check if the document specifies the obligation to notify the Board of personal data breaches without delay.,Applicable to all Data Fiduciaries subject to DPDP Rules 2025.,High,high,"This requirement is directly tied to the obligation under DPDP Rules 2025, Rule 8(1).",PENDING,['G001060'],TC-000097,1,TC-000097,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""breach"", ""data"", ""personal data""]",[],LEGAL_REVIEW,DPDP_RULES_2025,754bdefbdf4810e5565092c183a27fb940667c1751ba84498d75c1a3f244e8f7,,1.0,
Breach Notification,"Data Fiduciary must provide a detailed description of the breach, including its nature, extent, timing, location, and likely impact.","DPDP Rules 2025, Rule 8(1)",3,"[""G001061""]","Check if the document specifies the obligation to provide a detailed description of the breach, including its nature, extent, timing, location, and likely impact.",Applicable to all Data Fiduciaries subject to DPDP Rules 2025.,High,high,"This requirement is directly tied to the obligation under DPDP Rules 2025, Rule 8(1).",PENDING,['G001061'],TC-000098,1,TC-000098,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""breach"", ""data""]",[],LEGAL_REVIEW,DPDP_RULES_2025,ae42aad950fc0948f32852782ecfa3640697f2df13ac0e43fa48b0bed9b012a2,,1.0,
Breach Notification,"Data Fiduciary must notify the Board of personal data breaches within seventy-two hours of becoming aware of the breach, or within a longer period as specified.","DPDP Rules 2025, Rule 8(1)",3,"[""G001062""]","Check if the document specifies the obligation to notify the Board of personal data breaches within seventy-two hours of becoming aware of the breach, or within a longer period as specified.",Applicable to all Data Fiduciaries subject to DPDP Rules 2025.,High,high,"This requirement is directly tied to the obligation under DPDP Rules 2025, Rule 8(1).",PENDING,['G001062'],TC-000099,1,TC-000099,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""breach"", ""data"", ""personal data""]",[],LEGAL_REVIEW,DPDP_RULES_2025,921535041eda7527e9e21c2e4e0f2166c5d4628f198d36cf48307838bc160c52,,1.0,
Data Retention & Erasure,A Data Fiduciary must erase personal data upon completion of the specified retention period unless retention is necessary for legal compliance.,"DPDP Rules 2025, Rule 8(1)",3,"[""G001071""]","Verify if the Data Fiduciary provides a mechanism for erasure of personal data after the retention period, unless retention is required by law.",Applies to Data Fiduciaries processing personal data for specified purposes.,High,high,This obligation is tied to the retention period and legal necessity for retention.,PENDING,['G001071'],TC-000100,1,TC-000100,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],4,"[""data"", ""erase"", ""personal data"", ""retention""]",[],LEGAL_REVIEW,DPDP_RULES_2025,4f1d4e391d951172fdb9180f24be312d4e7f6564fe836ad055115d7528b4cf13,,1.0,
Breach Notification,"A Data Fiduciary must inform the Data Principal of the erasure of personal data at least 48 hours before completion of the retention period, unless the Data Principal initiates contact.","DPDP Rules 2025, Rule 8(2)",2,"[""G001073""]","Verify if the Data Fiduciary provides a notice of erasure at least 48 hours before the end of the retention period, unless the Data Principal contacts them.",Applies to Data Fiduciaries processing personal data for specified purposes.,High,high,This obligation is tied to the notification requirement before erasure.,PENDING,['G001073'],TC-000101,1,TC-000101,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],5,"[""contact"", ""data"", ""notice"", ""personal data"", ""retention""]",[],LEGAL_REVIEW,DPDP_RULES_2025,b3c3f3895d32e1b4d69eb9162eeb6a6f75e4989580c4b9371e986b3f5f7aa6f4,,1.0,
Data Retention & Erasure,"A Data Fiduciary shall retain personal data, associated traffic data, and other logs of processing for a minimum period of one year from the date of processing, unless further retention is required for compliance with any other law.","DPDP Rules 2025, Rule 8(3)",3,"[""G001075""]","Check if the document specifies a one-year retention period for personal data and logs of processing, with exceptions for legal compliance.",Applies to all data fiduciaries processing personal data.,High,high,This obligation is explicitly stated in Rule 8(3) of the DPDP Rules 2025.,PENDING,['G001075'],TC-000102,1,TC-000102,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],5,"[""data"", ""personal data"", ""process"", ""retain"", ""retention""]",[],LEGAL_REVIEW,DPDP_RULES_2025,0e17b36105c3758244ce829a6ccd39ebb28de4f049fd258b0893e143f197691d,,1.0,
Data Retention & Erasure,"A Data Fiduciary shall ensure that a Data Processor also retains data and associated logs for at least one year before erasure, unless any other applicable law requires a longer period.","DPDP Rules 2025, Rule 8(3)",3,"[""G001076""]","Check if the document specifies that data processors must retain data and logs for at least one year, with exceptions for legal compliance.",Applies to data fiduciaries who engage data processors.,High,high,This obligation is explicitly stated in Rule 8(3) of the DPDP Rules 2025.,PENDING,['G001076'],TC-000103,1,TC-000103,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""data"", ""process"", ""retain""]",[],LEGAL_REVIEW,DPDP_RULES_2025,115640ea4d6c761d5ddca75ce25d36f97508f729ac1461207d2ee1c4eeb8d7e2,,1.0,
Data Principal Rights,"A Data Fiduciary shall prominently publish on its website or app, and mention in every response to a communication for the exercise of the rights of a Data Principal under the Act, the business contact information of the Data Fiduciary.","DPDP Rules 2025, Rule 8(9)",2,"[""G001077""]",Check if the document provides prominent contact information for the data fiduciary in response to data principal communications.,Applies to all data fiduciaries.,High,high,This obligation is explicitly stated in Rule 8(9) of the DPDP Rules 2025.,PENDING,['G001077'],TC-000104,1,TC-000104,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],5,"[""business"", ""contact"", ""data"", ""information"", ""rights""]",[],LEGAL_REVIEW,DPDP_RULES_2025,31aa3d8659c133119b247128c599504cf325e32d02c503ded4deaa67d37b1a55,,1.0,
Data Principal Rights,"Every Data Fiduciary shall prominently publish on its website or app, and mention in every response to a communication for the exercise of the rights of a Data Principal under the Act, the contact information of the Data Protection Officer, if applicable, or a person who is able to answer on behalf of the Data Fiduciary the questions of the Data Principal about the processing of her personal data.","DPDP Rules 2025, Rule 8(9)",2,"[""G001078""]",Check if the document provides prominent contact information for the data protection officer or a representative in response to data principal communications.,Applies to all data fiduciaries.,High,high,This obligation is explicitly stated in Rule 8(9) of the DPDP Rules 2025.,PENDING,['G001078'],TC-000105,1,TC-000105,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],7,"[""contact"", ""data"", ""information"", ""personal data"", ""process"", ""protect"", ""rights""]",[],LEGAL_REVIEW,DPDP_RULES_2025,ae3c40961b81d985686ec14e41467672f04d624f34c874123d5984f20453bb75,,1.0,
Children/Vulnerable Groups,A Data Fiduciary shall adopt appropriate technical and organisational measures to ensure that verifiable consent of the parent is obtained before the processing of any personal data of a child.,"DPDP Rules 2025, Rule 8(10)(1)",3,"[""G001079""]",Check if the document requires verifiable consent from a parent before processing personal data of a child.,Applies to all data fiduciaries processing personal data of children.,High,high,This obligation is explicitly stated in Rule 8(10)(1) of the DPDP Rules 2025.,PENDING,['G001079'],TC-000106,1,TC-000106,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],5,"[""child"", ""consent"", ""data"", ""personal data"", ""process""]",[],LEGAL_REVIEW,DPDP_RULES_2025,e4c69f4cd98f2da6767319d581f07a127203e01ae650645577063daab9fcf488,,1.0,
Children/Vulnerable Groups,"A Data Fiduciary shall observe due diligence, for checking that the individual identifying herself as the parent is an adult who is identifiable if required in connection with compliance with any law for the time being in force in India, by reference to reliable details of identity and age of the individual available with the Data Fiduciary; or details of identity and age, voluntarily provided.","DPDP Rules 2025, Rule 8(10)(1)",2,"[""G001080"", ""G001081""]",Check if the document requires due diligence to verify the identity and age of the parent before processing personal data of a child.,Applies to all data fiduciaries processing personal data of children.,High,high,This obligation is explicitly stated in Rule 8(10)(1) of the DPDP Rules 2025.,PENDING,"['G001080', 'G001081']",TC-000107,1,TC-000107,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],4,"[""child"", ""data"", ""personal data"", ""process""]",[],LEGAL_REVIEW,DPDP_RULES_2025,a5b1cc620f69449263033eb0fa2e63bcdf655d26ecc58ae141c2b07bedf20d00,,1.0,
Children/Vulnerable Groups,Data Fiduciaries must verify that a parent or guardian is an identifiable adult before processing the personal data of a child.,"DPDP Rules 2025, Rule 10(1)",3,"[""G001089""]",Check if the platform verifies the identity and age of the parent/guardian through government-issued details or a digital locker service provider before creating a child's account.,Applicable when processing personal data of a child.,High,high,This requirement is specific to the creation of user accounts for children and involves verification of the parent's identity and age.,PENDING,['G001089'],TC-000108,1,TC-000108,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],5,"[""account"", ""child"", ""data"", ""personal data"", ""process""]",[],LEGAL_REVIEW,DPDP_RULES_2025,76ea28216add955a54c010d3590bcc619d9abd791a8a111b8c63b27d4fdd4a03,,1.0,
Children/Vulnerable Groups,"Data Fiduciaries must verify that a lawful guardian of a person with disability is appointed by a court of law, designated authority, or local level committee.","DPDP Rules 2025, Rule 11(1)",3,"[""G001092""]","Check if the platform verifies the legal appointment of the guardian through court, authority, or committee documentation.",Applicable when processing personal data of a person with disability who has a lawful guardian.,High,high,This requirement ensures that the guardian has legal authority to consent to data processing on behalf of the person with disability.,PENDING,['G001092'],TC-000109,1,TC-000109,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],1,"[""data""]",[],LEGAL_REVIEW,DPDP_RULES_2025,acce5151060b6d2bbf8529b0179db3e1ce5c7e1af8b86e1116e1a5118adc867c,,1.0,
Children/Vulnerable Groups,"Significant Data Fiduciaries must not apply sub-sections (1) and (3) of section 9 of the Act to processing of personal data of a child, unless specified in Part A of Fourth Schedule.","DPDP Rules 2025, Rule 12(1)",2,"[""G001104""]",Check if the document specifies exemptions for processing children's data under Part A of Fourth Schedule.,Applicable to processing of personal data of children by specified Data Fiduciaries.,High,high,,PENDING,['G001104'],TC-000110,1,TC-000110,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],4,"[""child"", ""data"", ""personal data"", ""process""]",[],LEGAL_REVIEW,DPDP_RULES_2025,b4734a9495e7f0a9bc1422c3e0d66e22228ed94f36df1d7ce7a2d21e11a5ed73,,1.0,
Children/Vulnerable Groups,"Significant Data Fiduciaries must not apply sub-sections (1) and (3) of section 9 of the Act to processing of personal data of a child for purposes specified in Part B of Fourth Schedule, unless conditions are met.","DPDP Rules 2025, Rule 12(2)",2,"[""G001105""]",Check if the document specifies exemptions for processing children's data for purposes in Part B of Fourth Schedule.,Applicable to processing of personal data of children for specified purposes.,High,high,,PENDING,['G001105'],TC-000111,1,TC-000111,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],5,"[""child"", ""data"", ""personal data"", ""process"", ""purpose""]",[],LEGAL_REVIEW,DPDP_RULES_2025,9db6786f71493f4380c83de39ed679e61c70217938107ce0dadebee756be5c4f,,1.0,
Significant Data Fiduciary Obligations,Significant Data Fiduciaries must undertake a Data Protection Impact Assessment and an audit to ensure compliance with the Act and rules.,"DPDP Rules 2025, Rule 11(1)",3,"[""G001107""]",Check if the document requires a Data Protection Impact Assessment and audit for compliance.,Applicable to all Significant Data Fiduciaries.,High,high,,PENDING,['G001107'],TC-000112,1,TC-000112,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""data"", ""protect""]",[],LEGAL_REVIEW,DPDP_RULES_2025,49e0e3ad5b350fd93da107232cf5fb84458a3d7f7ce46d612329d81f150979fe,,1.0,
Significant Data Fiduciary Obligations,Significant Data Fiduciaries must ensure that reports from Data Protection Impact Assessments and audits are submitted to the Board.,"DPDP Rules 2025, Rule 11(2)",2,"[""G001108""]",Check if the document requires submission of reports from Data Protection Impact Assessments and audits to the Board.,Applicable to Significant Data Fiduciaries.,High,high,,PENDING,['G001108'],TC-000113,1,TC-000113,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""data"", ""protect""]",[],LEGAL_REVIEW,DPDP_RULES_2025,8ed136e9e2a46f18baff76e9162ac62931269e0d4441303db6a46a17d141d58f,,1.0,
Security Safeguards,"Significant Data Fiduciaries must ensure that technical measures, including algorithmic software, used for processing personal data do not pose risks to Data Principals' rights.","DPDP Rules 2025, Rule 11(3)",3,"[""G001109""]",Check if the document requires verification that technical measures used for processing personal data do not pose risks to Data Principals' rights.,Applicable to Significant Data Fiduciaries.,High,high,,PENDING,['G001109'],TC-000114,1,TC-000114,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],5,"[""data"", ""personal data"", ""process"", ""rights"", ""use""]",[],LEGAL_REVIEW,DPDP_RULES_2025,18d0eab549f0f8b7a3c8d679ebbbac3f07767e7755856c9a1653adf261b2f428,,1.0,
