clause_id,app_name,source_document,source_file,page_start,page_end,section_heading,clause_text,relevance_score,relevance_level
S000891,Meta,MetaPrivacyPolicy,MetaPrivacyPolicy.pdf,20,20,"Content you create, such as posts or comments","Provide aggregated user analytics and insights reports that help users, businesses, advertisers and other partners better understand the audiences with whom they may want to connect, as well as the types of people who use their services and how people interact with their content, websites, apps and services. detail on each information category). The actual information that we use depends on your factual circumstances, but could include any of the following: Content that you provide through our camera feature or your camera roll settings, or through our voice-enabled features",0,low
S000895,Meta,MetaPrivacyPolicy,MetaPrivacyPolicy.pdf,21,21,Information from cookies and similar technologies,"Providing a seamless experience Why and how we process your information: Sharing of information across the Meta Companies: Meta Company Products to enable cross app interactions, sharing, viewing and engaging with content, including posts and videos. detail on each information category). The actual information that we use depends on your factual circumstances, but could include any of the following:",0,low
S000901,Meta,MetaPrivacyPolicy,MetaPrivacyPolicy.pdf,22,22,Information from cookies and similar technologies,"Business intelligence and analytics Why and how we process your information: To understand, in aggregate, your usage of and across our Products, to accurately count people and businesses; and",0,low
S000903,Meta,MetaPrivacyPolicy,MetaPrivacyPolicy.pdf,22,22,Information from cookies and similar technologies,"To validate metrics directly related to these, in order to inform and improve product direction and development and to adhere to (shareholder/earning) reporting obligations. detail on each information category). The actual information that we use depends on your factual circumstances, but could include any of the following: Content that you provide through our camera feature or your camera roll settings, or through our voice-enabled features",0,low
S000907,Meta,MetaPrivacyPolicy,MetaPrivacyPolicy.pdf,23,23,"Information from partners, vendors and third parties",Personalising ads on Meta Audience Network Why and how we process your information: Identifying you as a Meta Product user and personalising the ads that we show you through when you visit other apps:,0,low
S000909,Meta,MetaPrivacyPolicy,MetaPrivacyPolicy.pdf,23,23,Meta Audience Network,"When we show you ads through Meta Audience Network when you visit other apps, our systems automatically process the information that we've collected and stored about you and others to identify you as a Meta Product user and tailor the ads that you see. detail on each information category). The actual information that we use depends on your factual circumstances, but could include any of the following: Content that you provide through our camera feature or your camera roll settings, or through our voice-enabled features",0,low
S000913,Meta,MetaPrivacyPolicy,MetaPrivacyPolicy.pdf,24,24,Information from cookies and similar technologies,"Providing marketing communications Why and how we process your information: Depending on your settings, and subject to applicable law, we'll share marketing communications with you.",0,low
S000915,Meta,MetaPrivacyPolicy,MetaPrivacyPolicy.pdf,24,24,Information from cookies and similar technologies,"We'll collect and store your information and use it to send marketing communications to you, such as an email, subject to applicable laws. detail on each information category). The actual information that we use depends on your factual circumstances, but could include any of the following: Undertaking research and innovation for social good Why and how we process your information:",0,low
S000917,Meta,MetaPrivacyPolicy,MetaPrivacyPolicy.pdf,24,24,Device identifiers,"We carry out surveys and use information (including from researchers that we collaborate with) to conduct and support research and innovation on topics of general social welfare, technological advancement, public interest, health and wellbeing.",0,low
S000918,Meta,MetaPrivacyPolicy,MetaPrivacyPolicy.pdf,24,24,Device identifiers,"For example, we analyse information that we have about migration patterns during crises. This helps relief organisations get aid to the right places.",0,low
S000919,Meta,MetaPrivacyPolicy,MetaPrivacyPolicy.pdf,24,24,Device identifiers,"We collect, store, combine, analyse and apply automatic processing techniques such as aggregation of information as well as manual (human) review, and share information, as necessary to research and innovate for social good in this way. We support research in areas such as artificial intelligence and machine learning. about our research programmes.",0,low
S000920,Meta,MetaPrivacyPolicy,MetaPrivacyPolicy.pdf,24,24,Device identifiers,"Learn more detail on each information category). The actual information that we use depends on your factual circumstances, but could include any of the following: Content that you provide through our camera feature or your camera roll settings, or through our voice-enabled features",0,low
S000923,Meta,MetaPrivacyPolicy,MetaPrivacyPolicy.pdf,25,25,AI at Meta,exchange with these features,0,low
S000925,Meta,MetaPrivacyPolicy,MetaPrivacyPolicy.pdf,25,25,"Information from partners, vendors and third parties","Anonymising your information Why and how we process your information: In some cases, we anonymise information we have associated with you, such as your activity on and off our Products, and use the resulting information, for example, to provide and improve our Meta Products, including ads. detail on each information category). The actual information that we use depends on your factual circumstances, but could include any of the following:",0,low
S000930,Meta,MetaPrivacyPolicy,MetaPrivacyPolicy.pdf,26,26,"Information from partners, vendors and third parties","Sharing information with others including law enforcement and responding to legal requests Why and how we process your information: See the section of the Meta Privacy Policy for more information on when we share information with law enforcement and others. ""How do we respond to legal requests, prevent harm and promote safety and integrity?""",0,low
S000932,Meta,MetaPrivacyPolicy,MetaPrivacyPolicy.pdf,26,26,"Information from partners, vendors and third parties","The categories of information that we access, preserve, use and share depend on the specific circumstances. For example, responses to legal requests where not compelled by law will typically include limited information (such as contact details and login information).",0,low
S000933,Meta,MetaPrivacyPolicy,MetaPrivacyPolicy.pdf,26,26,"Information from partners, vendors and third parties","However, the information we process will depend on the purposes, which could include the following: In response to legal requests from third parties such as civil litigants, law enforcement and other government authorities",0,low
S000935,Meta,MetaPrivacyPolicy,MetaPrivacyPolicy.pdf,26,26,To comply with applicable law or legitimate legal purposes,"To promote the safety, security and integrity of Meta Companies, Meta Products, users, employees, property and the public about how we promote safety, security and integrity.",0,low
S000940,Meta,MetaPrivacyPolicy,MetaPrivacyPolicy.pdf,27,27,"Information from partners, vendors and third parties","Processing information when required by law Why and how we process your information: Where we are under an obligation to disclose information such as, for example, if we receive a valid legal request for certain information such as a search warrant, we will access, preserve and/or share your information with regulators, law enforcement or others.",0,low
S000942,Meta,MetaPrivacyPolicy,MetaPrivacyPolicy.pdf,27,27,"Information from partners, vendors and third parties","The way in which the information will be processed depends on the specific circumstances. See the section of the Meta Privacy Policy for more. "" "" provides information on the operational guidelines that law enforcement needs to follow. ""How do we respond to legal requests, prevent harm and promote safety and integrity?""",0,low
S000943,Meta,MetaPrivacyPolicy,MetaPrivacyPolicy.pdf,28,28,Information for Law Enforcement Authorities,"details on each information category). The actual information that we use depends on your factual circumstances, but could include any of the following: The categories of information depend on the specific circumstances of each mandatory request or obligation. Only the information necessary to comply with the relevant legal obligation will be shared or otherwise processed. For example, for civil matters, this will typically include limited information (such as contact details and login information). However, depending on the circumstances, it could include the following:",0,low
S001008,Snapchat,Snap Group Limited Terms of Service,Snap Group Limited Terms of Service.docx,1,1,Snap Group Limited Terms of Service,"We’ve drafted these Terms of Service (which we call the “Terms”) so you’ll know the rules that govern our relationship with you as a user of Snapchat, Bitmoji, or any of our other products or services that are subject to these Terms, such as My AI (which we refer to collectively as the “Services”). Our Services are personalised and we provide information about how they work in these Terms, our Privacy, Safety, and Policy Hub, on our Support Site, and within the Services (such as notices, consents, and settings). The information we provide forms the main subject matter of these Terms.",1,medium
S001010,Snapchat,Snap Group Limited Terms of Service,Snap Group Limited Terms of Service.docx,1,1,Snap Group Limited Terms of Service,"In order to use our Services, you must accept these Terms (and any other notice or consent), which are presented to you when you first open the Service. If so, Snap grants you a non-assignable, non-exclusive, revocable, and non-sublicensable licence to use the Services in accordance with these Terms and our policies. Of course, if you don’t accept them, then don’t use the Services.",2,medium
S001014,Snapchat,Snap Group Limited Terms of Service,Snap Group Limited Terms of Service.docx,1,1,1. Who Can Use the Services,"Our Services are not directed to children under the age of 13 or those below the applicable minimum age at which you may use the Services in your state, province, or country if older than 13. You must confirm that you are older than that applicable minimum age to create an account and use the Services. If we have actual knowledge that you are not, we will cease providing the Services to you and lock or delete your account and your data. We may require you to verify your age before you are allowed to use our Services.",2,medium
S001027,Snapchat,Snap Group Limited Terms of Service,Snap Group Limited Terms of Service.docx,1,1,2. Rights You Grant Us,"While we’re not required to do so, we reserve the right to access, review, screen, and delete any content: (i) which we think violates these Terms or any applicable laws, including any additional terms referenced in Section 3, or our policies, such as our Community Guidelines, or (ii) if necessary to comply with our legal obligations, and we will not be liable to you for any such actions taken. You alone, though, remain responsible for the content you create, upload, post, send, or store through the Services.",2,medium
S001028,Snapchat,Snap Group Limited Terms of Service,Snap Group Limited Terms of Service.docx,1,1,2. Rights You Grant Us,"We, Snap Inc., our affiliates, and our third-party partners may place advertising on the Services, including personalised advertising — with your consent, where required — based on the information you provide us, we collect, or we obtain about you. Advertising may sometimes appear near, between, over, or in your content.",1,medium
S001053,Snapchat,Snap Group Limited Terms of Service,Snap Group Limited Terms of Service.docx,1,1,7. Content Moderation,"We hope you’ll understand any decisions we make about content or user accounts, but in some cases you can appeal our decisions. More information about appeals is available on our Support Site. You must submit any complaints within six months of the actions being taken against your content or account.",2,medium
S001054,Snapchat,Snap Group Limited Terms of Service,Snap Group Limited Terms of Service.docx,1,1,7. Content Moderation,"Upon receiving a complaint, we strive to: review it in a timely, non-discriminatory, diligent and non-arbitrary manner, and reverse our decision if we determine our initial assessment was incorrect; and",1,medium
S001059,Snapchat,Snap Group Limited Terms of Service,Snap Group Limited Terms of Service.docx,1,1,7. Content Moderation,In summary: Most content on the Services is owned or controlled by others and we don't have any control or responsibility over that content. We have content moderation policies and processes in place that apply to content on the Services. You may be able to appeal our decisions or make a complaint if you believe we have failed to comply with these Terms or laws that may apply to you depending on where you live.,1,medium
S001069,Snapchat,Snap Group Limited Terms of Service,Snap Group Limited Terms of Service.docx,1,1,7. Content Moderation,use or develop any third-party applications that interact with the Services or other users’ content or information without our written consent;,1,medium
S001088,Snapchat,Snap Group Limited Terms of Service,Snap Group Limited Terms of Service.docx,1,1,10. Safety,"We work hard to help ensure our Services offer a fun and safe experience for all users, but we can’t guarantee it. We take behaviour that threatens the safety of our community very seriously, particularly when the threat of harm is severe. If you encounter potentially harmful or unlawful content on the Services, we encourage you to report it. You can learn more about the different ways we strive to keep illegal or potentially harmful content off of the Services in our Community Guidelines. We implement safety-by-design features and system controls intended to mitigate the risks of users encountering content involving Severe Harms.",1,medium
S001090,Snapchat,Snap Group Limited Terms of Service,Snap Group Limited Terms of Service.docx,1,1,10. Safety,"If you fail to comply, we reserve the right to remove any offending content; terminate or limit the visibility of your account or access to certain features; retain data relating to your account in accordance with our data retention policies; and notify third parties — including law enforcement — and provide those third parties with data and any other information relating to your account. This step may be necessary to protect the safety of our users and others; to investigate, remedy, and enforce potential violations of our Terms; and to detect and resolve any fraud or security concerns.",1,medium
S001094,Snapchat,Snap Group Limited Terms of Service,Snap Group Limited Terms of Service.docx,1,1,11. Your Account,"To use certain Services, you need to create an account. You agree to provide us with accurate, complete, and updated information for your account. Except in the unlikely event that activity occurs in your account outside of your control, you are responsible for any activity that occurs in your account. So it’s important that you keep your account secure. One way to help keep your account secure is to select a strong password that you don’t use for any other account and to enable two-factor authentication. If you think that someone has gained access to your account, please immediately reach out to Support. Any software that we provide to you may automatically download and install upgrades, updates, or other new features. You may be able to adjust these automatic downloads through your device’s settings. You agree not to create any account if we have previously removed or banned you or your account from any of our Services, unless we consent otherwise.",1,medium
S001099,Snapchat,Snap Group Limited Terms of Service,Snap Group Limited Terms of Service.docx,1,1,13. Data Charges and Mobile Phones,"By providing us with your mobile phone number you agree, among other things, to receive Messages from Snap related to the Services, including about promotions (where we have consent or as permitted by law), your account, and your relationship with Snap. These Messages may be received even if your mobile phone number is registered on any kind of “Do Not Call” list, or international equivalent.",1,medium
S001114,Snapchat,Snap Group Limited Terms of Service,Snap Group Limited Terms of Service.docx,1,1,17. Indemnity,"You agree, to the extent permitted by law, to indemnify, defend, and hold harmless Snap, our affiliates, directors, officers, stockholders, employees, licensors, and agents from and against any and all complaints, charges, claims, damages, losses, costs, liabilities, and expenses (including attorneys’ fees) due to, arising out of, or relating in any way to: (a) your access to or use of the Services, (b) your content, including infringement claims related to your content, (c) your breach of these Terms or any applicable law or regulation, or (d) your negligence or intentional misconduct.",1,medium
S001122,Snapchat,Snap Group Limited Terms of Service,Snap Group Limited Terms of Service.docx,1,1,19. Limitation of Liability,"Snap, Snap Inc., and our affiliates, directors, officers, stockholders, employees, licensors, suppliers, and agents will not be liable for any indirect, incidental, special, consequential, punitive, or multiple damages, or any loss of profits or revenues, whether incurred directly or indirectly, or any loss of data, use, goodwill or other intangible losses, resulting from: (a) your use of the Services or inability to use the Services, (b) your access to or inability to access the Services, (c) the conduct or content of other users or third parties on or through the Services, or (d) unauthorised access, use or alteration of your content. Except to the extent specified otherwise in any other applicable terms of Snap, Snap Inc., or our affiliates, in no event will Snap, Snap Inc., or our affiliates’ aggregate liability for all claims relating to the Services exceed the greater of (a) €100 EUR, and (b) the amount you paid Snap in the last 12 months for any Services.",2,medium
S001130,Snapchat,Snap Group Limited Terms of Service,Snap Group Limited Terms of Service.docx,1,1,20. Dispute Resolution and Arbitration,In summary: Get in touch with us if you have a complaint. Disputes with business users will be settled through arbitration.,1,medium
S001131,Snapchat,Snap Group Limited Terms of Service,Snap Group Limited Terms of Service.docx,1,1,21. Exclusive Venue,"To the extent that these Terms allow you or Snap to initiate litigation in a court, both you and Snap agree that all claims and disputes (whether contractual or otherwise), arising out of or relating to the Terms or the use of the Services will be litigated exclusively in the courts of England in the United Kingdom, unless this is prohibited by the laws of the country where you reside. You and Snap consent to the exclusive jurisdiction of those courts.",2,medium
S001134,Snapchat,Snap Group Limited Terms of Service,Snap Group Limited Terms of Service.docx,1,1,24. Final Terms,"These Terms, including the additional terms referenced in Section 3, make up the entire agreement between you and Snap, and supersede any prior agreements. These Terms do not create or confer any rights to third parties. If we do not enforce a provision in these Terms, it will not be considered a waiver of our rights to enforce these Terms. We reserve the right to transfer our rights under these Terms and provide the Services using another entity, provided that entity upholds these Terms. You may not transfer any of your rights or obligations under these Terms without our consent. We reserve all rights not expressly granted to you.",2,medium
S001139,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,"Effective: September 21, 2026","Welcome to Snap Inc.’s Privacy Policy. This Policy explains how we collect and use your data and how you can control your information. Looking for a quick summary on our privacy practices? Check out this page or this video. If you’re looking for specific product privacy information, for example, how we process your Chats and Snaps, take a look at our Privacy by Product page. In addition to these documents, we also show in-app notices that provide you more information about our products and services. If you’re a SPECS user you can learn more on how we collect and use your data here.",0,low
S001140,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,"Effective: September 21, 2026","Transparency is one of our core values at Snap. We believe there shouldn’t be any surprises about the data we collect and how we use it — that’s why we’re upfront with how we process it. For example, we process your information to provide you a more personalized experience, including to show you content and information that is most relevant to your experience, as well as more relevant advertisements. Understanding your interests and preferences help us provide a better product experience.",0,low
S001141,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,"Effective: September 21, 2026","Furthermore, we believe a personalized experience should not come at the expense of your privacy. Just like in real life, there are some moments you want to share privately with your close friends, and others that you want to share publicly. That’s why from day one our philosophy has been to delete content by default and to give Snapchatters control by providing the tools that allow them to decide what happens with their content, like who to share it with or when to save it.",0,low
S001142,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,"Effective: September 21, 2026","This Policy covers our Snapchat app as well as our other products, services, and features, such as Bitmoji, SPECS, and our advertising and commerce initiatives. When you read “Services” in this Policy, we’re talking about all of them. Also, if you see us refer to our “Terms,” we mean the Terms of Service that you agree to when you sign up for our Services. Finally, if you see the term “Snapchatter” we are often using that as shorthand for any user of our Services.",0,low
S001143,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,"Effective: September 21, 2026","Let’s get started with the controls you have over your information: Control over your information and settings is a core part of Snapchat experience. You can access, update, and delete your information, decide who can contact you, and download your data from within the Snapchat app. Below, we give you more details on the types of settings that are available, link out to our data download tool, and provide instructions on how to delete data or your account.",1,medium
S001145,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,Control Over Your Information,"We want you to be in control of your information, so we provide you with a range of tools, including: Access and update your information. You can access and edit most of your basic information, including account details (information about you, like your name, username, email address, birthday, and phone number), right in our Services. Just navigate to your settings and you will see the options available to you.",0,low
S001147,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,Control Over Your Information,"Delete your information. If you want to delete your account, learn how here. You can also delete some information within our Services, like content you’ve saved to Memories, content you’ve shared with My AI, Spotlight submissions, and more.",1,medium
S001148,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,Control Over Your Information,"Control who can see your content. We’ve built a number of tools that let you choose who you share your content with. In some cases you may want to share content with just your friends, and in other instances you may want to share it with the public. To learn more, go here.",0,low
S001149,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,Control Over Your Information,"Control who can contact you. Snapchat is intended for close friends and family, that’s why we’ve built controls that help you decide who can contact you. If you receive unwanted communications, you can always block and report that person. Go here to learn more.",0,low
S001150,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,Control Over Your Information,"Change your permissions. In most cases, you can change your permissions at any time. For example, by default you are findable to others through your phone number and/or email address that you provided. If you no longer want to be findable, you can always change your settings. Or if you provided access to your phone or third party platform contacts to make friending easier, you can change that later on in your app settings. Of course, if you do that, certain features and Services, like finding friends in your contact book, won’t work.",0,low
S001151,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,Control Over Your Information,"Opt out of promotional messages. You have the option to opt out or unsubscribe from promotional emails and messages sent by SMS or other messaging platforms. To do so, just follow the instructions in the message like an unsubscribe link or similar functionality.",1,medium
S001152,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,Control Over Your Information,Download your data. You can make a request in our Download My Data tool to export a copy of your Snapchat information.,0,low
S001153,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,Control Over Your Information,"Object to processing. Depending on where you live and the particular data we are processing, you may have the right to object to our processing of that information. This gets a bit technical, so we’ve explained it in more detail here.",0,low
S001154,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,Control Over Your Information,"Set advertising preferences. We try to show you ads that we think will be relevant to your interests, but if you’d like to have a less personalized experience, you can change your advertising settings in the Snapchat app. Learn more here.",0,low
S001155,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,Control Over Your Information,"Tracking. If you use an iPhone with iOS 14.5 or above, some specific requirements apply, which we’ve specified here.",0,low
S001156,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,Information We Collect,"This section provides you with details on what information we collect: what you provide to us, what we collect when you use Snapchat, and information we receive from other companies or apps you’ve connected to your Snapchat account. Sometimes, we may also collect additional information, with your permission.",0,low
S001157,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,Information We Collect,"When you use our Services, such as Snapchat, we collect information you provide to us, generate information when you use our Services, and in some cases receive data from others. Let’s break these down in more detail.",0,low
S001158,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,Information You Provide,"Many of our Services require you to set up an account. To do this, we ask you to provide us with account details. When you set up your profile, you’ll also provide us with profile details (like your Bitmoji and profile picture). If you use our commerce products to buy something, like those latest sneakers, we may ask you for payment and related information (like your physical address, so we can ship the product to you, payment information, so we can process the payment, and transaction history). Based on your region, we may also use information you provide to estimate or infer your age or ask you to verify your age.",0,low
S001159,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,Information You Provide,"Of course, you’ll also provide us with information you send through or save within our Services, including content and information about that content, and content you share and generate with our AI Features (content, or “Inputs,” including text, images, video, audio, precise location, and engagement, including content you share with My AI, used to generate content and responses, or “Outputs,”). We consider some of this information to be private content and communications (like Snaps and Chats with your friends, voice and video calls, and content that is saved in My Eyes Only). Or content you share with a particular audience like private & friend stories (My Story set to Friends, Private Stories). On the other end of the spectrum, some of the information you send through or save within our Services may be public content that is accessible to everyone (such as Public Story content, including My Story set to Everyone, Shared Stories, and Community Stories, Spotlight or Snap Map submissions, and Public Profile information). Keep in mind that Snapchatters who view your Snaps, Chats, and any other content, can always screenshot that content, save it, or copy it outside the Snapchat app. So please don’t send messages or share content that you wouldn’t want someone to save or share.",0,low
S001160,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,Information You Provide,"Lastly, when you contact Support (content and communications shared with Support) or our Safety team, or communicate with us in any other way, including through our research efforts (like responses to surveys, consumer panels, or other research questions) we’ll collect whatever information you provide or that we need to resolve your question.",0,low
S001161,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,Information We Generate When You Use Our Services,"When you use our Services, we collect information about which of those Services you’ve used and how you’ve used them. This helps us better understand the way our community uses our Services so that we can make improvements.",0,low
S001162,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,Information We Generate When You Use Our Services,"This includes usage information (information about how you interact with our Services — for example, which Lenses you view and apply, your premium subscriptions, Stories you watch, and how often you interact with other Snapchatters) and content information (information about content you create or provide, your engagement with the camera and creative tools, your interactions with My AI, and metadata — for example, information about the content itself like the date and time it was posted and who viewed it). Content information includes information based on the content of the image, video, or audio — so if you post a Spotlight of a basketball game, we may use that information to show you more content on Spotlight about basketball, or if you enable certain face grouping features, we may use information about faces detected in your Memories to help you organize and find Snaps featuring the same person.",0,low
S001163,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,Information We Generate When You Use Our Services,"This also includes device information (such as your device hardware or software, operating system, device memory, advertising identifiers, apps installed, browser type, information from device sensors that measure the motion of your device or compasses and microphones, including whether you have headphones connected, and information about your wireless and mobile connections), IP address-based location information (IP address), information collected by cookies and similar technologies, depending on your settings, (cookies, pixels (small graphic data that recognize user activity, such as if and how often a user has visited a website), web storage, unique advertising identifiers), and log information (such as details about how you’ve used our Services, access times, pages viewed, IP address, and unique identifiers like cookies).",0,low
S001164,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,Information We Generate When You Use Our Services,"If you’ve explicitly granted device-level permissions, device information may also include information about your device phonebook (contacts and related information), images and other information from your device’s camera, photos, and microphone (like the ability to take photos, videos, view stored photos and videos, and access the microphone to record audio while recording video), and precise location information (precise location through methods like GPS signals).",0,low
S001165,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,Data We Receive From Others,"The last category of data we collect is information about you that we may receive from others, such as other users, our affiliates, and third parties. This includes linked third-party service data (information we get when you link your Snapchat account to another service), data from advertisers (information from advertisers, app developers, publishers, and other third parties to help target or measure the performance of ads), contact info from other Snapchatters or third parties (if another Snapchatter uploads their contact list which includes your information, we may combine that with other information we have about you to better understand who you may want to communicate with. Or, if you provide us with your contact information, we may use that to determine if we can communicate with you in other ways, like SMS, email, or other messaging services), and data relating to potential violations of our Terms (we may receive information from third parties, including website publishers, social network providers, law enforcement, and others, about potential violators of our Terms of Service and Community Guidelines).",0,low
S001166,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,"Other Information, With Your Permission","Additionally, there may be instances when you interact with our Services that we will ask your permission to collect additional information. For example, before accessing your device’s camera roll or your device or third party contact book.",0,low
S001167,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,How We Use Information,"This section explains how we use the information we collect. Among other things, we use the information we collect to provide you with personalized products and Services that we work hard to build and improve. Below, we walk through each purpose for which we use information in detail. If you’d like to see a mapping of the data we collect with the purposes for which we collect it, we have a table here.",0,low
S001168,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,How We Use Information,"Keep Things Up & Running (i.e., operate, deliver, and maintain our Services)",0,low
S001169,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,How We Use Information,"We use the information we collect in order to operate, deliver, and maintain our Services. For example, by delivering a Snap you want to send to a friend or, if you share your location on Snap Map, to show you suggestions like places you might like in your neighborhood, content others have posted to the Map, or your friends if they’re sharing their location with you. We also use some of your information to help keep our products up to date, for example to make sure that our Services work with the latest operating systems and devices.",0,low
S001170,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,Personalize Your Experience & Give Context,"We offer personalized Services to Snapchatters. One of the ways we do this is by showing you content that is relevant to you or we think you may enjoy based on the information you share with us. To do so, we use information about you across different areas of the Services in order to add context to your Snapchat experience. For example, we automatically tag content with labels based on the content, your location, or the time of day. So, if there's a dog in the photo, it may be searchable in Memories by the term “dog,” show up on the Map at the location where you created the Memory, and inform us that you’re into dogs so we can surface you fun dog videos and dog food ads in other parts of our Services, such as Spotlight. If you enable certain face grouping features, we may use information about faces in your Memories to improve search, organization, and personalization in Memories (for example, by suggesting Memories with the same friend).",0,low
S001171,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,Personalize Your Experience & Give Context,"Personalization can also help with suggesting friends or recommending a new friend to send a Snap to based on who you Snap with the most. We may show recommended places on the Snap Map, generate content with our AI Features like stickers or Snaps, infer your age or interests based on your content or activity, or customize the content we show you, including ads. For example, if you watch barista content on Spotlight, talk to My AI about your favorite espresso machine, or save a lot of coffee-related Snaps in your Memories, we may highlight coffee shops on the Snap Map when you visit a new city or show you content about coffee that you may find interesting or relevant. Or, if you interact with a lot of music venues we may use that to show you ads for upcoming shows in town. Personalization also includes tailoring your experience based on who you interact with most and what your friends are doing, including showing you content your friends create, like, or enjoy on Spotlight or Place recommendations that are popular with your friends.",0,low
S001172,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,Personalize Your Experience & Give Context,Our goal is to continuously provide you with more relevant and interesting content.,0,low
S001173,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,Personalize Your Experience & Give Context,"For example, if you watch a lot of sports content, but skip content with hair and makeup tips, our recommendation algorithms will prioritize sports, but not those makeup tips. You can learn more about how we understand Snapchatter preferences and rank and moderate content here.",0,low
S001174,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,Personalize Your Experience & Give Context,"We believe it is critical to also balance the benefits of personalization with our Snapchatters’ expectations of privacy. For example, we may automatically tag the Snaps you save to Memories based on the content within it (e.g., the Snap contained a dog), and then use that tag to personalize your experience, make recommendations, or show you ads (such as showing you Spotlight Snaps containing dogs). We do not use the private content and communications you send to people who are your friends to personalize your experience, make recommendations, or show you ads.",0,low
S001175,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,Provide Relevant Ads,"Another way we provide a personalized Service is through the ads we show. We use your interests and preferences from the information we’ve collected to personalize, target, and measure ads. We think ads are best when they’re relevant. That’s why we try to select the right ads and show them to you at the right time. For example, if you’ve interacted with ads for video games, we will infer that you like video games, and show you similar ads, but those won’t be the only ads you see. Similar to our content strategy, we try to ensure you receive a variety of ads. We also use your information to avoid showing you ads you probably won’t be interested in. For example, if a ticketing site tells us you’ve previously bought tickets for a movie — we can stop showing you ads for it. You can learn about the different types of advertising and your choices about which ads you receive here.",0,low
S001176,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,Provide Relevant Ads,"You can learn more about how we collect, use, and share your information for advertising purposes here.",0,low
S001177,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,Provide Relevant Ads,"A note about information collected by cookies and other technologies: we may use these technologies to collect information when you interact with Services we offer through one of our partners. For example, we may use information collected on an advertiser’s website to show you more relevant ads. Most web browsers are set to accept cookies by default. If you prefer, you can usually remove or reject browser cookies through the settings on your browser or device. Keep in mind, though, that removing or rejecting cookies could affect the availability and functionality of our Services. To learn more about how we and our partners use cookies on our Services and your choices, please check out our Cookie Policy.",0,low
S001178,Snapchat,Snap_Privacy Policy,Snap_Privacy Policy.docx,1,1,"Develop & Improve Features, Algorithms & Machine Learning Models","Our teams are constantly coming up with new ideas for features and ways to improve our Services. In order to do this, we also develop and improve the algorithms and machine learning models (an expression of an algorithm that combs through significant amounts of data to find patterns or make predictions) that make our features and Services work, including through our AI features. Our AI features typically use generative AI (artificial intelligence capable of generating text, images, or other media, using generative models. Generative AI models learn the patterns and structure of their input training data and then generate new data that has similar characteristics). We use algorithms, machine learning models, and generative AI for personalization, advertising, safety and security, fairness and inclusivity, augmented reality, and to prevent abuse or other Terms or Community Guidelines violations. For example, our algorithms and machine learning models take into account the conversations Snapchatters are having with My AI to improve the responses from My AI.",0,low
