clause_id,app_name,source_document,source_file,source_path,page_start,page_end,section_heading,clause_index_in_document,clause_text,extraction_method,extraction_quality,retrieved_at,file_sha256
S000653,Meta,Meta_Cookies_Policy,Meta_Cookies_Policy.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Cookies_Policy.docx,1,1,Cookies Policy,14,"Third-party companies also use cookies on their own sites and apps in connection with the Meta Products. To understand how other companies use cookies, please review their policies.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,310fd010c12ce093e0378471392982a1e21b6c3782abbe3b34ea369f63559a8f
S000654,Meta,Meta_Cookies_Policy,Meta_Cookies_Policy.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Cookies_Policy.docx,1,1,Cookies Policy,15,How can you control your information?,python-docx,pass,2026-09-16T05:33:02.113480+00:00,310fd010c12ce093e0378471392982a1e21b6c3782abbe3b34ea369f63559a8f
S000655,Meta,Meta_Cookies_Policy,Meta_Cookies_Policy.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Cookies_Policy.docx,1,1,Cookies Policy,16,"We use cookies to help personalise and improve content and services, provide a safer experience and to show you useful and relevant ads on and off Meta Products. You can control how we use data to show you ads and more by using the tools described below.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,310fd010c12ce093e0378471392982a1e21b6c3782abbe3b34ea369f63559a8f
S000656,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,,1,"Meta builds technologies and services that enable people to connect with each other, build communities and grow businesses. These Terms of Service (the ""Terms"") govern your access and use of Facebook, Messenger and the other products, websites, features, apps, services, technologies and software we offer (the or Products), except where we expressly state that separate terms (and not these) apply. (For example, your use of Instagram is subject to the Instagram Terms of Use). These Products are provided to you by Meta Platforms, Inc. These Terms therefore constitute an agreement between you and Meta Platforms, Inc. If you do not agree to these Terms, then do not access or use Facebook or the other products and services covered by these Terms.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000657,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,,2,"These Terms (formerly known as the Statement of Rights and Responsibilities) make up the entire agreement between you and Meta Platforms, Inc. regarding your use of our Products. They supersede any prior agreements.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000658,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,,3,"We don't charge you to use Facebook or the other products and services covered by these Terms, unless we state otherwise. Instead, businesses, organisations and other persons pay us to show you ads for their products and services. By using our Products, you agree that we can show you ads that we think may be relevant to you and your interests. We use your personal data to help determine which personalised ads to show you.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000659,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,,4,"We don't sell your personal data to advertisers, and we don't share information that directly identifies you (such as your name, email address or other contact information) with advertisers unless you give us specific permission. Instead, advertisers can tell us things such as the kind of audience that they want to see their ads, and we show those ads to people who may be interested. We provide advertisers with reports about the performance of their ads that help them understand how people are interacting with their content. See Section 2 below to learn more about how personalised advertising under these Terms works on the Meta Products.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000660,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,,5,Our explains how we collect and use your personal data to determine some of the ads that you see and provide all of the other services described below. You can also go to your pages of the relevant Meta Product at any time to review the privacy choices that you have about how we use your data.,python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000661,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,1. The services we provide,6,"Our mission is to give people the power to build community and bring the world closer together. To help advance this mission, we provide the Products and services described below to you:",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000662,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,1. The services we provide,7,1.1 Provide a personalised experience for you:,python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000663,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,1. The services we provide,8,"Your experience on Facebook is unlike anyone else's: from the posts, stories, events, ads and other content that you see in Facebook Feed or our video platform to the Facebook Pages you follow and other features you might use, such as Facebook Marketplace and search. For example, we use data about the connections you make, the choices and settings you select, and what you share and do on and off our Products to personalise your experience.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000664,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,1. The services we provide,9,1.2 Connect you with people and organisations that you care about:,python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000665,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,1. The services we provide,10,"We help you find and connect with people, groups, businesses, organisations and others that matter to you across the Meta Products you use. We use data to make suggestions for you and others – for example, groups to join, events to attend, Facebook Pages to follow or send a message to, shows to watch and people you may want to become friends with. Stronger ties make for better communities, and we believe that our services are most useful when people are connected to people, groups and organisations that they care about.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000666,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,1. The services we provide,11,1.3 Empower you to express yourself and communicate about what matters to you:,python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000667,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,1. The services we provide,12,"There are many ways to express yourself on Facebook to communicate with friends, family and others about what matters to you – for example, sharing status updates, photos, videos and stories across the Meta Products (consistent with your settings), sending messages or making voice or video calls to a friend or several people, creating events or groups, or adding content to your profile, as well as showing you insights on how others engage with your content. We have also developed, and continue to explore, new ways for people to use technology, such as augmented reality and 360 video to create and share more expressive and engaging content on Meta Products.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000668,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,1. The services we provide,13,"1.4 Help you discover content, products and services that may interest you:",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000669,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,1. The services we provide,14,"We show you personalised ads, offers and other sponsored or commercial content to help you discover content, products and services that are offered by the many businesses and organisations that use Facebook and other Meta Products. Section 2 below explains this in more detail.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000670,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,1. The services we provide,15,"1.5 Promote the safety, security and integrity of our services, combat harmful conduct and keep our community of users safe:",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000671,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,1. The services we provide,16,"People will only build community on Meta Products if they feel safe and secure. We work hard to maintain the security (including the availability, authenticity, integrity and confidentiality) of our Products and services. We employ dedicated teams around the world, work with external service providers, partners and other relevant entities and develop advanced technical systems to detect potential misuse of our Products, harmful conduct towards others and situations where we may be able to help support or protect our community, including to respond to user reports of potentially violating content. If we learn of content or conduct such as this, we may take appropriate action based on our assessment that may include notifying you, offering help, removing content, removing or restricting access to certain features, disabling an account or contacting law enforcement. We share data across when we detect misuse or harmful conduct by someone using one of our Products or to help keep Meta Products, users and the community safe. For example, we share information with Meta Companies that provide financial products and services to help them promote safety, security and integrity and comply with applicable law. Meta may access, preserve, use and share any information it collects about you where it has a good faith belief that it is required or permitted by law to do so.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000672,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,1. The services we provide,17,"For more information, please review our .",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000673,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,1. The services we provide,18,"In some cases, the Oversight Board may review our decisions, subject to its terms and bylaws. Learn more .",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000674,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,1. The services we provide,19,1.6 Use and develop advanced technologies to provide safe and functional services for everyone:,python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000675,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,1. The services we provide,20,"We use and develop advanced technologies such as artificial intelligence, machine learning systems and augmented reality so that people can use our Products safely regardless of physical ability or geographic location. For example, technology such as this helps people who have visual impairments understand what or who is in photos or videos shared on Facebook or Instagram. We also build sophisticated network and communication technology to help more people connect to the Internet in areas with limited access. And we develop automated systems to improve our ability to detect and remove abusive and dangerous activity that may harm our community and the integrity of our Products.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000676,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,1. The services we provide,21,1.7 Research ways to make our services better:,python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000677,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,1. The services we provide,22,"We engage in research to develop, test and improve our Products. This includes analysing data that we have about our users, and understanding how people use our Products, for example by conducting surveys and testing and troubleshooting new features. Our explains how we use data to support this research for the purposes of developing and improving our services.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000678,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,1. The services we provide,23,1.8 Provide consistent and seamless experiences across the Meta Company Products:,python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000679,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,1. The services we provide,24,"Our Products help you find and connect with people, groups, businesses, organisations and others that are important to you. We design our systems so that your experience is consistent and seamless across the different that you use. For example, we use data about the people you engage with on Facebook to make it easier for you to connect with them on Instagram or Messenger, and we enable you to communicate with businesses that you follow on Facebook through Messenger.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000680,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,1. The services we provide,25,1.9 Ensuring access to our services:,python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000681,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,1. The services we provide,26,"To operate our global services and enable you to connect with people around the world, we need to transfer, store and distribute content and data to our data centres, partners, service providers, vendors and systems around the world, including outside your country of residence. The use of this global infrastructure is necessary and essential to provide our services. This infrastructure may be owned, operated or controlled by Meta Platforms, Inc., Meta Platforms Ireland Limited or its affiliates.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000682,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,2. How our services are funded,27,"Instead of paying to use Facebook and the other products and services we offer, by using the Meta Products covered by these Terms, you agree that we can show you personalised ads and other commercial and sponsored content that businesses and organisations pay us to promote on and off . We use your personal data, such as information about your activity and interests, to show you personalised ads and sponsored content that may be more relevant to you.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000683,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,2. How our services are funded,28,"Protecting people's privacy is central to how we've designed our personalised ads system. This means that we can show you relevant and useful ads without telling advertisers who you are. We don't sell your personal data. We allow advertisers to tell us things such as their business goal, and the kind of audience that they want to see their ads (for example, people between the ages of 18-35 who like cycling). We then show their ad to people who we think might be interested.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000684,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,2. How our services are funded,29,"We also provide advertisers with reports about the performance of their ads to help them understand how people are interacting with their content on and off Meta Products. For example, we provide general demographic and interest information to advertisers to help them better understand their audience, such as the fact that women between the ages of 25 and 34 who live in Madrid and like software engineering have seen an ad. We don't share information that directly identifies you (information such as your name or email address that by itself can be used to contact you or identifies who you are) unless you give us specific permission. Learn more about how Meta ads work .",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000685,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,2. How our services are funded,30,"We collect and use your personal data in order to provide the services described above for you. You can learn about how we collect and use your data in our . You have controls over the types of ads and advertisers you see, and the types of information we use to determine which ads we show you. .",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000686,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3. Your commitments to Facebook and our community,31,"We provide these services to you and others to help advance our mission. In exchange, we need you to make the following commitments:",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000687,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.1 Who can use Facebook,32,"When people stand behind their opinions and actions, our community is safer and more accountable. For this reason, you must:",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000688,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.1 Who can use Facebook,33,Provide for your account the same name that you use in everyday life.,python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000689,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.1 Who can use Facebook,34,Provide accurate information about yourself;,python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000690,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.1 Who can use Facebook,35,Only create one account (your own) and use it for personal purposes.,python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000691,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.1 Who can use Facebook,36,"Not share your password, give access to your Facebook account to others or transfer your account to anyone else (without our permission).",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000692,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.1 Who can use Facebook,37,"We try to make Facebook broadly available to everyone, but you cannot use Facebook if:",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000693,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.1 Who can use Facebook,38,You are under 13 years old.,python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000694,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.1 Who can use Facebook,39,You are a convicted sex offender.,python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000695,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.1 Who can use Facebook,40,"We've previously disabled your account for violations of our Terms, the or other terms and policies that apply to your use of Facebook. If we disable your account for a violation of our Terms, the or other terms and policies, you agree not to create another account without our permission. Receiving permission to create a new account is provided at our sole discretion, and does not mean or imply that the disciplinary action was wrong or without cause.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000696,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.1 Who can use Facebook,41,"You are prohibited from receiving our products, services or software under applicable laws.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000697,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.2 What you can share and do on Meta Products,42,"We want people to use Meta Products to express themselves and to share content that is important to them, but not at the expense of the safety and well-being of others or the integrity of our community. You therefore agree not to engage in the conduct described below (or to facilitate or support others in doing so):",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000698,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.2 What you can share and do on Meta Products,43,You may not use our Products to do or share anything:,python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000699,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.2 What you can share and do on Meta Products,44,"That violates these Terms, the , or that apply to your use of our Products.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000700,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.2 What you can share and do on Meta Products,45,"That is unlawful, misleading, discriminatory or fraudulent (or assists someone else in using our Products in such a way).",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000701,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.2 What you can share and do on Meta Products,46,That you do not own or have the necessary rights to share.,python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000702,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.2 What you can share and do on Meta Products,47,"That infringes or violates someone else's rights, including their intellectual property rights (such as by infringing another's copyright or trademark, or distributing or selling counterfeit or pirated goods), unless an exception or limitation applies under applicable law.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000703,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.2 What you can share and do on Meta Products,48,"You may not upload viruses or malicious code, use the services to send spam or do anything else that could disable, overburden, interfere with or impair the proper working, integrity, operation or appearance of our services, systems or Products.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000704,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.2 What you can share and do on Meta Products,49,"You may not access or collect data from our Products using automated means (without our prior permission) or attempt to access data that you do not have permission to access, regardless of whether such automated access or collection is undertaken while logged in to a Facebook account.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000705,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.2 What you can share and do on Meta Products,50,"You may not proxy, request or collect Product usernames or passwords, or misappropriate access tokens.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000706,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.2 What you can share and do on Meta Products,51,"Except as provided in the , you may not sell, license or purchase any data obtained from us or our services, regardless of whether such data was obtained while logged in to a Facebook account.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000707,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.2 What you can share and do on Meta Products,52,"You may not misuse any reporting, flagging, dispute or appeals channel, such as by making fraudulent, duplicative or groundless reports or appeals.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000708,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.2 What you can share and do on Meta Products,53,"You may not do, or attempt to do, anything to circumvent, bypass or override any technological measures that Meta uses to control or limit access to our Products or data.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000709,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.2 What you can share and do on Meta Products,54,"We can remove or restrict access to content that is in violation of these provisions. We can also suspend or disable your account for conduct that violates these provisions, as provided in Section 4.2.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
