clause_id,app_name,source_document,clause_text,best_match_taxonomy_id,dpdp_category,matched_act,verdict,verdict_score,justification,label_status,label_needs_review,cache_key,run_id,model
S001983,WhatsApp,WhatsApp Channels Guidelines,"WhatsApp may take action against channels that violate the following Channels Guidelines:  Do not share illegal content or engage in illegal activity. This includes content that sexually exploits or endangers children (including child sexual abuse material), or that supports violent extremist or criminal organizations or individuals. Channels should not facilitate the exploitation of people, including through human trafficking, or share content that depicts, threatens, or promotes sexual violence, sexual assault, or sexual exploitation. Do not share intellectual property you do not have a right to use.  Do not share content that could cause serious harm to people. This includes content that constitutes a credible threat to public or personal safety, incitement of violence, organization or coordination of violent or criminal activities, or that encourages suicide or selfinjury.",DPDP_RUL-0227,Children/Vulnerable Groups,DPDP_RULES_2025,Compliant,1.0,"The clause explicitly restricts access to harmful content for children, including content that sexually exploits or endangers children, which aligns with the requirement under DPDP_RUL-0227.",NEW_SUCCESS,False,1f1d5e89785213ac910a694fce2020ddcbbf9c75d97cb2799506bb217b642feb,run-c6bf936e43df-5d0fde37,qwen3:8b
S001518,Telegram,Telegram Privacy Policy,"Telegram is a cloud service. We store messages, photos, videos and documents from your cloud chats on our servers so that you can access your data from any of your devices anytime without having to rely on third-party backups. All data is stored heavily encrypted and the encryption keys in each case are stored in several other data centers in different jurisdictions. This way local engineers or physical intruders cannot get access to user data.",DPDP_RUL-0172,Security Safeguards,DPDP_RULES_2025,Partially Compliant,0.5,"The clause mentions encryption and storage of data in multiple jurisdictions, which relates to access control measures. However, it does not explicitly specify access control mechanisms for computer resources, which is required by the rule.",NEW_SUCCESS,False,91ba4acedaa7c9db12979129421a8a84b5490e83adf71ce18e12c7db891267b7,run-c6bf936e43df-5d0fde37,qwen3:8b
S001575,Telegram,Telegram Privacy Policy,"You can clear all payment information associated with your account at any time by going to Telegram Settings > Privacy & Security > Data Settings and selecting ‘Clear Payment & Shipping Info’. If you choose to remove your payment information, we will delete your stored shipping info and payment tokens from all providers and ask the payment providers to remove your credit card information that they store.",DPDP_ACT-0027,Data Retention & Erasure,DPDP_ACT_2023,Compliant,1.0,"The clause specifies that the platform will delete stored payment and shipping information upon the user's request to remove payment information, which aligns with the requirement under DPDP_ACT-0027 to erase personal data upon withdrawal of consent.",NEW_SUCCESS,False,f3b99fe7d044776840ea86f2227db1d5314c16d9bb9ec16fccf771bcf3ec8563,run-c6bf936e43df-5d0fde37,qwen3:8b
S001809,WhatsApp,WhatsApp Business Data Processing Terms,"WhatsApp Business Data Processing Terms (""Data Processing Terms"")",NONE,Not Applicable,,Not Addressed,0.0,"The clause only references the title of the document without addressing any specific statutory requirements related to consent, data fiduciary obligations, security safeguards, or other regulated subject matters under the DPDP Act 2023 or DPDP Rules 2025.",NEW_SUCCESS,False,c4e9d44f163068c997c926794c02ffd951e9545ae2fe5a5916ce52a93e22c9df,run-c6bf936e43df-5d0fde37,qwen3:8b
S001999,WhatsApp,WhatsApp Channels Supplemental Privacy Policy,"Supplemental Privacy Policy replaces this WhatsApp Channels Supplemental Privacy Policy, and covers your use of Status and Channels.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses the replacement of a privacy policy document and does not address any of the statutory requirements related to consent, withdrawal mechanisms, or data processing as outlined in the candidate rules.",NEW_SUCCESS,False,47ab7c237081b6057b90ab66cea7398c0776488b9589417ccd61c4c63792f89b,run-c6bf936e43df-5d0fde37,qwen3:8b
S002477,Youtube,Harassment and cyberbullying policies,"Content that contains prolonged insults or slurs based on someone's intrinsic attributes. These attributes include their protected group status, physical attributes or their status as a survivor of sexual assault, non-consensual intimate imagery distribution, domestic abuse, child abuse and more.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses prohibited content related to harassment and cyberbullying but does not directly address any of the statutory requirements under the DPDP Act 2023 or DPDP Rules 2025. It does not specifically implement or address the subject matter of any of the candidate rules,",NEW_SUCCESS,False,7caabef353c284e4340a625df81a28dd901f8e286f6b5692f29d4089ebc111b1,run-c6bf936e43df-5d0fde37,qwen3:8b
S001611,Telegram,Telegram Privacy Policy,Important changes made to this Privacy Policy will be notified to you via Telegram.,NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses notification of changes to the Privacy Policy but does not address the specific statutory requirements related to consent withdrawal, ease of withdrawal, cessation of processing, or use of a Consent Manager as outlined in the candidate rules.",NEW_SUCCESS,False,e6df0c6d3db30be590d232cbf81e7f311dc4ec39ef0c602ef331f79ffc660993,run-c6bf936e43df-5d0fde37,qwen3:8b
S001183,Snapchat,Snap_Privacy Policy,"We may use automated tools to detect potential violations of our Terms or Community Guidelines including harmful or unlawful activity and confirm age-appropriate use. These tools may use signals such as account, device, usage, and content-related information described in this Policy.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses the use of automated tools to detect violations of Terms or Community Guidelines, but it does not specifically address any of the statutory requirements related to intermediary liability, security safeguards, or data protection under the IT Act 2000 or DPDP Rules 2025.",NEW_SUCCESS,False,88fb45b45f4625107b22cf11a73339906a9927c6a3caa465105c953d2eac4454,run-c6bf936e43df-5d0fde37,qwen3:8b
S001840,WhatsApp,WhatsApp Business Data Processing Terms,WhatsApp has a right or obligation to use the Personal Information independent of the Business Terms.,NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses WhatsApp's rights or obligations to use Personal Information independent of the Business Terms, but it does not address any of the specific statutory requirements related to consent, data principal rights, security safeguards, breach notification, or intermediary liability under the DPDP Act 2023",NEW_SUCCESS,False,a5aaffecf9cc64cccbe9bf2779d3aabacf8299418c121316e56baba495db9e83,run-c6bf936e43df-5d0fde37,qwen3:8b
S001955,WhatsApp,WhatsApp Business Terms of Service,"Company may contact WhatsApp using our complaints system at businesscomplaints@support.whatsapp.com to clarify the reasons for our termination or suspension of your account. If we are able to resolve the issue in your favor, resulting in reactivating your account, then we will reinstate our Business Services to you within a reasonable time.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses a complaints system for account termination or suspension but does not address grievance redressal mechanisms, penalties for breaches, security safeguards, or breach notification as required by the candidate rules. It also does not meet the statutory test for any of the listed",NEW_SUCCESS,False,3d9badc9503abbe8550bb437254ae242826a9dead65e2c6aab9063ce611ea621,run-c6bf936e43df-5d0fde37,qwen3:8b
S000807,Meta,MetaPrivacyPolicy,How can you manage or delete your information and exercise your rights?,DPDP_ACT-0027,Data Retention & Erasure,DPDP_ACT_2023,Partially Compliant,0.5,"The clause addresses the general topic of managing and deleting personal data, which relates to the requirement to erase data upon withdrawal of consent. However, it does not explicitly specify the obligation to erase personal data upon withdrawal of consent, nor does it provide actionable",NEW_SUCCESS,False,fc52b7b07c5d3d0a49f2c9b369ae5a3bbc971080217aace3867ccc7dc25921b7,run-c6bf936e43df-5d0fde37,qwen3:8b
S000791,Meta,MetaPrivacyPolicy,"We help them measure how well their ads and other content, products and services are working.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses ad performance measurement but does not address any of the statutory requirements related to consent, data principal rights, grievance redressal, or conflict of interest as outlined in the candidate rules.",NEW_SUCCESS,False,aaedc45146a174550e114b19324ecfd16b009058d82b6f8f5d160167f078c23b,run-c6bf936e43df-5d0fde37,qwen3:8b
S000825,Meta,MetaPrivacyPolicy,"The categories of information we use, and why and how information is processed, are set out below: Personalising Meta Products Why and how we process your information:",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses the categories of information used and the purpose of processing, but does not address any of the specific statutory requirements related to children/vulnerable groups, security safeguards, intermediary liability, breach notification, consent withdrawal, or data principal rights.",NEW_SUCCESS,False,195bccf30e8ff807cdac36c737488a1d5fdac127c81ade7c02f5a00487087160,run-c6bf936e43df-5d0fde37,qwen3:8b
S002355,WhatsApp,WhatsAppPrivacyPolicy,"As part of the Meta Companies, WhatsApp receives information from, and shares information (see here) with, the other Meta Companies. We may use the information we receive from them, and they may use the information we share with them, to help operate, provide, improve, understand, customize, support, and market our Services and their offerings, including the Meta Company Products. This includes:  helping improve infrastructure and delivery systems;  understanding how our Services or theirs are used;  promoting safety, security, and integrity across the Meta Company Products, e.g., securing systems and fighting spam, threats, abuse, or infringement activities;  improving their services and your experiences using them, such as making suggestions for you (for example, of friends or group",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses data sharing between Meta Companies and the purposes of such sharing, but does not address any of the specific statutory requirements related to security safeguards, data principal rights, or contractual obligations between data fiduciaries and processors.",NEW_SUCCESS,False,381279149ff041cfa26adebb0dd4cc8cbcba1024c245ef749629e7a9ca2aa8d1,run-c6bf936e43df-5d0fde37,qwen3:8b
S002138,WhatsApp,WhatsApp Messaging Guidelines,"When an account, group or community requires further review, our automated systems send it to a human review team to make the final decision. Our human review teams are located across the globe, receive indepth training, and often specialize in certain policy areas and regions, and are able to review account information and reported messages. Personal messages are protected by end-to-end encryption. Our automated systems learn and improve from each decision.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses automated systems, human review teams, and end-to-end encryption but does not directly address the statutory requirements related to security safeguards, logging, monitoring, retention of logs, access control, or contractual provisions for security. It does not meet the semantic match criteria for any",NEW_SUCCESS,False,c6dd18f17531f97b762f5498e7bae3277cd68d6fd64ef2f873cf7fe4fa530c7e,run-c6bf936e43df-5d0fde37,qwen3:8b
S001962,WhatsApp,WhatsApp Business Terms of Service,"Company that are marked confidential or that would normally be considered confidential by a reasonable person under the circumstances. If you receive any such confidential information, you will not disclose it to any third party without our prior written consent. WhatsApp confidential information does not include information that you independently developed, was rightfully given to you by a third-party without a confidentiality obligation, or becomes public through no fault of your own. You may disclose WhatsApp confidential information when compelled to do so by law if you provide us reasonable prior notice, unless a court orders that we not receive notice.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses confidentiality obligations and restrictions on disclosure of information, but does not address the specific statutory requirements related to consent withdrawal, data principal rights, or intermediary liability under the DPDP Act 2023 or IT Act 2000. It does not provide mechanisms for consent",NEW_SUCCESS,False,2e1df8e7344ae1b0919421bcede6e18ed23ad4a882a8f60dac4a84e9481cfbaf,run-c6bf936e43df-5d0fde37,qwen3:8b
S001535,Telegram,Telegram Privacy Policy,"Telegram supports massive communities which we have to police against abuse and Terms of Service violations. Telegram also has more than 1 billion users which makes it a lucrative target for spammers. To improve the security of your account, as well as to prevent spam, abuse, and other violations of our Terms of Service, we may collect metadata such as your IP address, devices and Telegram apps you've used, history of username changes, etc. If collected, this metadata can be kept for 12 months maximum.",IT_ACT_2-0279,Security Safeguards,IT_ACT_2000,Partially Compliant,0.5,"The clause mentions collecting metadata for security purposes, which relates to protecting information from unauthorized access. However, it does not specify the exact security measures required by the IT Act 2000, such as encryption, access controls, or monitoring mechanisms. Therefore, it partially addresses the requirement",NEW_SUCCESS,False,db64e98e8a58dec1b043ed16bdb2c3ca423b06b795917ac76bed21aab8a95018,run-c6bf936e43df-5d0fde37,qwen3:8b
S001581,Telegram,Telegram Privacy Policy,"Users can choose to translate a specific text message into a different language by tapping “Translate” in the action menu of the message (to enable this option, a user should first turn on Translation services in the Settings > Languages section of the Telegram application). Telegram Premium users can also optionally enable automatic live translation on any chat, group or channel.",NONE,Not Applicable,,Not Addressed,0.0,The clause discusses translation features within the Telegram application but does not address any of the statutory requirements related to intermediary liability under the IT Act 2000 or consent management under the DPDP Rules 2025.,NEW_SUCCESS,False,ae8e45e81f3e552e7166bb57c4a41a057d1df1eda04b80bda41250b11ea712cd,run-c6bf936e43df-5d0fde37,qwen3:8b
S001618,Telegram,Telegram Privacy Policy,Source Code at: https://telegram.org/apps#source-code.,NONE,Not Applicable,,Not Addressed,0.0,"The clause provides a link to source code but does not address any of the statutory requirements related to consent withdrawal, data principal rights, or security safeguards under the DPDP Act 2023.",NEW_SUCCESS,False,c829b537dca364b7deb18665cf26ab5edcbbe439fb11482df4b902ef9caf9bf1,run-c6bf936e43df-5d0fde37,qwen3:8b
S000792,Meta,MetaPrivacyPolicy,"We communicate with you using information you've given us, such as contact information you've entered on your profile.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses communication using user-provided information but does not address any of the statutory requirements related to consent withdrawal, government directions for blocking access, or non-disclosure of personal information. It is a general statement about communication and does not fulfill the checkable tests for",NEW_SUCCESS,False,7fb65f7eea08615713fc349ef8d9ad38b0800b3bcd383b2db7f6d9c87b7dfdfd,run-c6bf936e43df-5d0fde37,qwen3:8b
S000305,Google,Google Privacy Policy,"We use the information we collect in existing services to help us develop new ones. For example, understanding how people organized their photos in Picasa, Google’s first photos app, helped us design and launch Google Photos.We use the information we collect to tailor our services for you, including providing customized and personalized experiences and recommendations, including things like content, and search results. For example, Security Checkup provides security tips adapted to how you use Google products. And, depending on your available settings, Google Play could use information like apps you’ve already installed and videos you’ve watched on YouTube to suggest new apps you might like.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses the use of collected information for developing new services and personalization, but does not address any of the specific statutory requirements related to security safeguards, data principal rights, or contractual obligations under the DPDP Act 2023 or DPDP Rules 2025.",NEW_SUCCESS,False,a96da555e0460d79ab49435a2aa4ec247df3df823053856367f6dea636109344,run-c6bf936e43df-5d0fde37,qwen3:8b
S001856,WhatsApp,WhatsApp Business Data Security Terms,"WhatsApp personnel, including, where legally permissible, punishments up to and including termination.",NONE,Not Applicable,,Not Addressed,0.0,"The clause does not address any of the statutory requirements related to children/vulnerable groups, data principal rights, data retention/erasure, or security safeguards. It only mentions disciplinary actions against WhatsApp personnel without linking to any specific data protection obligations under the DPDP Act 2023 or DPDP",NEW_SUCCESS,False,397d1bdb59783297792dec31b5d615de842c2a551e3952818e3bf2c5f771008f,run-c6bf936e43df-5d0fde37,qwen3:8b
S001212,Snapchat,Snap_Privacy Policy,How long we need to retain the information to comply with certain legal obligations.,DPDP_RUL-0184,Data Retention & Erasure,DPDP_RULES_2025,Partially Compliant,0.5,"The clause addresses the retention of information for legal compliance, which relates to the requirement under DPDP_RUL-0184. However, it does not specify a mechanism for erasure of personal data after the retention period, which is a key part of the statutory requirement.",NEW_SUCCESS,False,73535c0a957c5bc3363467f647c8115ff55c6a42b3e0158a72feb9dcaec1e6b9,run-c6bf936e43df-5d0fde37,qwen3:8b
S001826,WhatsApp,WhatsApp Business Data Processing Terms,"h. Upon your request, WhatsApp will make available to you all information and provide all assistance that is reasonably necessary to demonstrate WhatsApp’s compliance with its",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses WhatsApp's obligation to provide assistance in demonstrating compliance but does not specifically address data erasure, consent withdrawal, data access rights, or government-directed access blocking. It lacks the statutory specificity required to match any of the candidate rules.",NEW_SUCCESS,False,8ffc7896e35f7325dbf72a12d3fc66b904f5f4c37547b6c414aa1ccc9f271e3e,run-c6bf936e43df-5d0fde37,qwen3:8b
S001613,Telegram,Telegram Privacy Policy,"If you live in the EU and would like to submit a GDPR-related request, please see here.",NONE,Not Applicable,,Not Addressed,0.0,The clause refers to GDPR-related requests for EU residents but does not address the specific rights or obligations under the DPDP Act 2023 or its Rules 2025. It does not mention data principal rights to access personal data or the obligation to erase data upon,NEW_SUCCESS,False,d82a8a28e9d71247ae00223ac028ca7d0155084f1e50d85cf1882d8271d8c083,run-c6bf936e43df-5d0fde37,qwen3:8b
S002320,WhatsApp,WhatsAppPrivacyPolicy,"Key Updates Respect for your privacy is coded into our DNA. Since we started WhatsApp, we’ve built our services with a set of strong privacy principles in mind. In our updated Terms of Service and Privacy Policy you’ll find:  Additional Information On How We Handle Your Data. Our updated Terms and Privacy Policy provide more information on how we process your data, and our commitment to privacy. For example, we’ve added more information about more recent product features and functionalities, how we process your data for safety, security, and integrity, and added more direct links to user settings, Help Center articles and how you can manage your information.  Better Communication With Businesses. Many businesses rely on WhatsApp to communicate with their customers and clients. We work with businesses that use Meta or third parties to help store and better manage their communications with you on WhatsApp.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses general updates to the Terms of Service and Privacy Policy, including additional information on data handling and links to user settings and Help Center articles. However, it does not specifically address any of the statutory requirements related to consent management, data principal",NEW_SUCCESS,False,a59182388df826afb31169b9085fe120c416795f79d7382fd695a79a2a53adce,run-c6bf936e43df-5d0fde37,qwen3:8b
S002056,WhatsApp,WhatsApp India Payments Privacy Policy,"If you would like to manage, change, limit, or delete your WhatsApp Pay information, we allow you to do that through your Payments settings or by deleting your WhatsApp account.",DPDP_ACT-0020,Consent & Notice,DPDP_ACT_2023,Partially Compliant,0.5,"The clause allows a Data Principal to manage or delete WhatsApp Pay information, which aligns with the requirement to allow withdrawal of consent. However, it does not explicitly mention the use of a Consent Manager as required by DPDP_ACT-0020, nor does it detail the consequences",NEW_SUCCESS,False,5bc2d7ab3f48540876105561cc3ef93e761344768582774509156513900278db,run-c6bf936e43df-5d0fde37,qwen3:8b
S000340,Google,Google Privacy Policy,"We do not share your personal information with companies, organizations, or individuals outside of Google except in the following cases: We’ll share personal information outside of Google when we have your consent. For example, if you use Google Home to make a reservation through a booking service, we’ll get your permission before sharing your name or phone number with the restaurant. We also provide you with controls to review and manage third party apps and sites you have given access to data in your Google Account. We’ll ask for your explicit consent to share any sensitive personal information.",DPDP_ACT-0016,Consent & Notice,DPDP_ACT_2023,Partially Compliant,0.5,"The clause mentions that users can review and manage third-party apps and sites they have given access to, which aligns with the right to withdraw consent. However, it does not explicitly state that the withdrawal of consent is as easy as the initial consent was",NEW_SUCCESS,False,9a23b04c9ad103d2220c58572ee0500ffca74e42a8c0f987cd5579e9c051980f,run-c6bf936e43df-5d0fde37,qwen3:8b
S001657,Telegram,Telegram_premium_Terms of Service,"Telegram selects winners based on the criteria that channel administrators choose when setting up the giveaway. The results are final and cannot be altered or reversed. In the rare chance that a technical issue results in an unintended outcome, Telegram will attempt to rectify the situation but makes no guarantees to the organizers of a giveaway or its participants.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses Telegram's handling of giveaway outcomes and technical issues but does not address any of the statutory requirements related to data principal rights, intermediary liability, or unauthorized access to protected systems.",NEW_SUCCESS,False,e90d0b839bb97fa16e5f5939b43bd25d3fd9a21f8f74df708bbe8480d13ae143,run-c6bf936e43df-5d0fde37,qwen3:8b
S002233,WhatsApp,WhatsappBusinessTermsOfService,"• You are responsible for and must secure all necessary notices, permissions, and consents to collect, use, and share people’s content and information, including maintaining a published privacy policy, and otherwise complying with applicable law.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses the responsibility of the user to secure notices, permissions, and consents but does not specifically address the withdrawal of consent, ease of withdrawal, or mechanisms for managing consent as required by the statutory rules. It also does not mention the consequences of",NEW_SUCCESS,False,d3532048f95fefddc6b358bc9eda8f410d378c626923c418d5e629189d321211,run-c6bf936e43df-5d0fde37,qwen3:8b
S000855,Meta,MetaPrivacyPolicy,"Verify accounts and activity Find and address violations of our terms or policies. In some cases, the decisions that we make about violations are reviewed by the",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses account verification and violation review but does not address any of the statutory requirements related to voluntary undertakings, proportionate penalties, or security safeguards such as logging, monitoring, and review mechanisms for unauthorized access.",NEW_SUCCESS,False,08a602e25a344a496218a1714933eaded3be0395cb24dd5bf599035985d48801,run-c6bf936e43df-5d0fde37,qwen3:8b
S002053,WhatsApp,WhatsApp India Payments Privacy Policy,"your information on our behalf in accordance with our instructions, terms, and applicable law.  PSP Banks and NPCI. We share information with PSP banks and NPCI to help us operate Payments. The PSP banks and NPCI receive account information, including information to authenticate your account; transaction information, including payment amount and BHIM UPI IDs; country; transaction and account identifiers; information to detect, prevent, or otherwise address fraud, safety, security, abuse, or other misconduct; and customer support information. Please note that when you use PSP banks and NPCI services, their own terms and privacy policies will govern your use of those services.  Bill Payments information. We share information with the COU and payment aggregator to enable the Bill Payments feature on",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses data sharing with PSP banks and NPCI for operational purposes and does not address security safeguards, access control, logging, monitoring, or contractual provisions for security measures. It also does not mention consent management or user rights related to data processing.",NEW_SUCCESS,False,1ffdfd68abf57372694429ff5598570966eb83983def205d8164df02151c81c8,run-c6bf936e43df-5d0fde37,qwen3:8b
S001857,WhatsApp,WhatsApp Business Data Security Terms,4. Security Testing. WhatsApp will perform regular security and vulnerability testing to assess whether key controls are implemented properly and are effective.,NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses security testing and assessment of controls but does not directly address any of the specific security safeguard requirements under the DPDP Act 2023, DPDP Rules 2025, or IT Act 2000. It does not specify access control measures, logging, monitoring, retention of logs,",NEW_SUCCESS,False,6f8a04658eec569e35a2899a38a222553940eb6731ed3fff36521c123c4c8da7,run-c6bf936e43df-5d0fde37,qwen3:8b
S001529,Telegram,Telegram Privacy Policy,"If you share your Live Location in any chat or turn on ’Make Myself Visible’ in People Nearby, Telegram will use your data to display your location to those users with whom you are sharing it, even when the app is closed – for as long as you keep these optional features activated.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses the use of location data for displaying location to users in specific scenarios but does not address the statutory requirement under IT Act 2000, Section 72A regarding intermediaries not disclosing personal information without consent or in breach of a lawful contract.",NEW_SUCCESS,False,f2363b9538dab9a68d7fa3824b965a88f591db60b6ba2a0906481ae60f78622b,run-c6bf936e43df-5d0fde37,qwen3:8b
S001786,WhatsApp,WhatsApp Business App Privacy Policy,"In addition to the information described in the applicable WhatsApp Privacy Policy, we collect the following information.",NONE,Not Applicable,,Not Addressed,0.0,"The clause does not address any of the statutory requirements related to consent, withdrawal of consent, or the use of a Consent Manager. It merely states that additional information is collected, without fulfilling the checkable tests for any of the candidate rules.",NEW_SUCCESS,False,0b837c1c4b115bcee0f328a5639acc74938f3475faa9d729e3a9481936cf03de,run-c6bf936e43df-5d0fde37,qwen3:8b
S001598,Telegram,Telegram Privacy Policy,Added 3.5. Location Data.,NONE,Not Applicable,,Not Addressed,0.0,"The clause 'Added 3.5. Location Data.' does not address any of the candidate statutory rules. It merely mentions the addition of a section related to location data without specifying mechanisms for consent, data deletion, access rights, or other statutory requirements under the DPDP Act 2023",NEW_SUCCESS,False,7c1f038b8e7c6727cbeabf399e81299be5f4c4c350d4d323d51dac3874c5c395,run-c6bf936e43df-5d0fde37,qwen3:8b
S000933,Meta,MetaPrivacyPolicy,"However, the information we process will depend on the purposes, which could include the following: In response to legal requests from third parties such as civil litigants, law enforcement and other government authorities",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses legal requests from third parties but does not address any of the specific statutory requirements related to consent withdrawal, data processing cessation, or the use of a Consent Manager as outlined in the candidate rules.",NEW_SUCCESS,False,95d2c38f738570ec1f601a09cd24e9a530c38b3c90f21748ee7900fca54753dd,run-c6bf936e43df-5d0fde37,qwen3:8b
S001131,Snapchat,Snap Group Limited Terms of Service,"To the extent that these Terms allow you or Snap to initiate litigation in a court, both you and Snap agree that all claims and disputes (whether contractual or otherwise), arising out of or relating to the Terms or the use of the Services will be litigated exclusively in the courts of England in the United Kingdom, unless this is prohibited by the laws of the country where you reside. You and Snap consent to the exclusive jurisdiction of those courts.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses jurisdiction and dispute resolution, which does not relate to any of the statutory requirements under the DPDP Act 2023 or DPDP Rules 2025. It does not address consent withdrawal, grievance redressal, or any other specific data protection requirement.",NEW_SUCCESS,False,a36de3af176e4c4e8e2ae64ed83c74415a951ebad893b286dc66d1cee2deec6a,run-c6bf936e43df-5d0fde37,qwen3:8b
S001561,Telegram,Telegram Privacy Policy,"If the bot is a member of the same group with you, it may know you are a member.",NONE,Not Applicable,,Not Addressed,0.0,"The clause does not address any of the statutory requirements related to consent, data principal rights, or security safeguards under the DPDP Act 2023. It merely describes a scenario related to bot membership in a group without fulfilling the semantic match criteria for any of",NEW_SUCCESS,False,5f1711a70deb3efdcea2736399729368355e566aa3a4f8e237ae9d7c9793ee3d,run-c6bf936e43df-5d0fde37,qwen3:8b
S001094,Snapchat,Snap Group Limited Terms of Service,"To use certain Services, you need to create an account. You agree to provide us with accurate, complete, and updated information for your account. Except in the unlikely event that activity occurs in your account outside of your control, you are responsible for any activity that occurs in your account. So it’s important that you keep your account secure. One way to help keep your account secure is to select a strong password that you don’t use for any other account and to enable two-factor authentication. If you think that someone has gained access to your account, please immediately reach out to Support. Any software that we provide to you may automatically download and install upgrades, updates, or other new features. You may be able to adjust these automatic downloads through your device’s settings. You agree not to create any account if we have previously removed or banned you or your account from any of our Services, unless we consent otherwise.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses account security, password requirements, and support contact but does not specifically address any of the statutory requirements related to data principal rights or security safeguards under the DPDP Act 2023 or DPDP Rules 2025.",NEW_SUCCESS,False,c0a57ca2c5a99547b9058f1849d3b77e0cd57d23de004c21710c1f0259fb3ade,run-c6bf936e43df-5d0fde37,qwen3:8b
S002049,WhatsApp,WhatsApp India Payments Privacy Policy,"instructions to PSP banks for Payments. We also use the information to customize, market and improve Payments, including cross-selling, promotions, providing value-added services and other NPCI approved purposes, and in accordance with applicable law.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses the use of personal data for payments-related purposes and does not address the specific statutory requirements related to consent withdrawal, ease of withdrawal, cessation of processing, or the use of a Consent Manager as outlined in the candidate rules.",NEW_SUCCESS,False,e3189bb90eadd4422ad986e8a5c43a6f83e0c0dcebbd6f3e385b2e3264f80fc8,run-c6bf936e43df-5d0fde37,qwen3:8b
S002664,Youtube,YoutubePrivacyPolicy,We do not serve personalised ads to users under 18.,DPDP_RUL-0227,Children/Vulnerable Groups,DPDP_RULES_2025,Partially Compliant,0.5,"The clause addresses the restriction of harmful content for children by stating that personalised ads are not served to users under 18. However, it does not explicitly restrict access to information, services, or advertisements that may cause detrimental effects on a child's well-being, which is",NEW_SUCCESS,False,3060134f8d2ec0071dd7fa2e6c9d5e09960fe1b8782870cbc3aacb1856563767,run-c6bf936e43df-5d0fde37,qwen3:8b
S001877,WhatsApp,WhatsApp Business Data Transfer Addendum,"3. In order to facilitate an efficient and coordinated service, you agree that all communication with WhatsApp LLC, Meta Platforms Inc. or any other WhatsApp Subprocessor, to the extent possible, will be coordinated and directed through WhatsApp Ireland.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses coordination of communication with WhatsApp entities but does not address any of the statutory requirements related to intermediary liability, consent management, voluntary undertakings, penalties, proportionality of penalties, or security safeguards as outlined in the candidate rules.",NEW_SUCCESS,False,53e6528874d67ff36dd13c78a94eca1a0d78bfc05f811d50d560232ea43c19b6,run-c6bf936e43df-5d0fde37,qwen3:8b
S000842,Meta,MetaPrivacyPolicy,"Connect your Meta Products account, including your public profile information, to an integrated partner to sign in or share your information",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses connecting Meta Products accounts to partners for sign-in or information sharing, which does not directly address any of the statutory requirements related to consent withdrawal, intermediary liability, significant data fiduciary obligations, child protection, data principal rights, or security safeguards. It does not",NEW_SUCCESS,False,f969bd984475b05b038885e39ccda89a7ad7f9ed65feb9a7e71a5b6830df02df,run-c6bf936e43df-5d0fde37,qwen3:8b
S001544,Telegram,Telegram Privacy Policy,"In large public one-to-many channels (with 1,000 subscribers or more), and public search results, ads may be shown based on the language of the content – however, that language may be common to several different countries. To keep ads relevant, ads can be shown in a particular country and city, approximated based on the country and area code of a user's phone number or their IP address. This data is never passed to advertisers, no other geolocation data is used, and no precise location-tracking is involved for these purposes. This makes it possible for advertisers to restrict ad visibility to certain countries or regions – for instance, creating an ad for Spanish-speaking audiences but opting not to display it within Spain.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses ad targeting based on language and geolocation approximations but does not address any of the statutory requirements related to consent management, withdrawal of consent, or the rights of data principals under the DPDP Act 2023 or DPDP Rules 2025.",NEW_SUCCESS,False,662f3940b0eb079e5f1a61e3eff092e2bd0288cb3e274a483836ee3aeb401b4b,run-c6bf936e43df-5d0fde37,qwen3:8b
